"JD" "wind mean" "wind max" "t air"
192.09 3.254 3.87 -1.456
192.12 3.313 3.747 0.283
192.15 2.405 3.093 0.41
192.18 3.387 4.226 -0.295
192.21 4.434 5.32 -0.551
193 4.874 6.122 -0.617
193.03 4.924 5.333 -0.333
193.06 5.76 6.437 -0.551
193.09 6.214 6.877 0.186
193.12 4.921 6.646 0.743
193.15 5.956 6.816 0.41
193.18 6.229 7.25 0.148
193.21 5.956 6.778 0.283
194 3.574 5.361 0.215
194.03 5.069 6.155 0.215
194.06 7.07 8.29 0.971
194.09 6.649 7.18 1.27
194.12 7.62 8.22 1.613
194.15 7.65 8.3 1.371
194.18 5.941 6.99 1.2
194.21 5.596 6.083 1.13
195 6.579 7.17 1.041
195.03 6.899 7.38 1.24
195.06 7.93 8.44 1.14
195.09 8.23 9.04 0.674
195.12 9.13 9.86 1.714
195.15 7.65 8.28 2.051
195.18 5.842 6.493 2.123
195.21 5.633 6.725 1.775
196 6.723 7.39 1.13
196.03 7.42 7.77 0.606
196.06 7.76 9.02 -0.17
196.09 9.55 10.33 0.674
196.12 9.71 10.53 1.846
196.15 8.8 9.33 2.216
196.18 7.57 8.56 2.882
196.21 7.48 9.16 2.051
197 6.298 7.11 1.24
197.03 6.908 7.29 0.872
197.06 6.453 7.48 0.061
197.09 6.197 6.958 1.2
197.12 7.73 8.31 1.572
197.15 6.514 8.34 1.673
197.18 5.599 7.42 1.673
197.21 4.119 5.622 1.13
198 5.609 6.813 0.931
198.03 7.07 8.15 -0.266
198.06 9.7 11.1 -1.364
198.09 11.81 13 -1.676
198.12 12.19 13.27 0.41
198.15 11.1 12.05 2.02
198.18 9.14 10.96 2.154
198.21 8.36 8.81 1.918
199 8.66 9.17 0.872
199.03 8.34 8.94 -0.237
199.06 8.54 8.96 -0.993
199.09 9.4 10.74 -0.806
199.12 9.22 9.63 0.872
199.15 8.31 9.05 1.673
199.18 7.41 8.3 1.949
199.21 6.956 7.53 1.704
200 5.676 7.24 0.537
200.03 6.22 7.4 -1.216
200.06 6.879 7.64 -1.207
200.09 8.49 9.32 -1.299
200.12 8.31 9.05 0.606
200.15 7 7.99 1.3
200.18 5.424 6.541 1.603
200.21 4.775 5.342 0.872
201 3.308 4.579 -1.767
201.03 3.594 4.502 -4.051
201.06 5.021 5.609 -4.246
201.09 6.492 6.886 -2.726
201.12 7.16 7.39 -0.617
201.15 6.063 6.91 0.803
201.18 4.479 5.253 1.001
201.21 4.141 4.537 0.41
202 4.516 5.291 -1.401
202.03 6.062 7.52 -2.487
202.06 8.22 8.83 -4.414
202.09 8.93 9.93 -3.076
202.12 9.98 10.46 -0.871
202.15 8.56 9.34 0.872
202.18 7.52 8.27 1.27
202.21 6.524 6.952 1.001
203 5.974 6.322 -0.646
203.03 6.285 6.909 -2.575
203.06 6.441 7.78 -3.62
203.09 9.3 10.35 -3.25
203.12 9.22 10.09 -0.993
203.15 7.72 8.65 1.041
203.18 6.848 7.51 1.17
203.21 6.681 7.2 1.27
204 6.581 7.54 0.704
204.03 8.31 8.92 -0.777
204.06 10.37 11.16 -1.612
204.09 10.28 11.37 -0.871
204.12 9.82 10.63 0.508
204.15 9.13 10.01 1.806
204.18 7.05 9.51 2.01
204.21 8.05 9.34 2.154
205 7.96 9.45 1.673
205.03 9.96 11.66 0.186
205.06 11.26 11.91 -0.428
205.09 12.07 12.87 -0.927
205.12 13.16 14.55 0.09
205.15 12.6 13.84 1.775
205.18 10.85 13.7 2.174
205.21 8.91 10.14 2.03
206 8.12 8.88 0.783
206.03 7.72 8.6 -1.198
206.06 8.19 8.88 -2.415
206.09 8.34 9.3 -2.858
206.12 8 8.94 -0.646
206.15 6.728 7.77 -0.674
206.18 6.541 7.57 -0.399
206.21 5.948 6.72 -0.141
207 7.08 8.07 -0.523
207.03 6.892 8.14 -2.362
207.06 5.08 6.449 -1.639
207.09 3.914 4.504 -1.151
207.12 4.049 5.484 -0.237
207.15 4.849 5.574 0.215
207.18 4.546 4.968 0.537
207.21 4.124 4.627 -0.617
208 5.026 5.593 -2.156
208.03 4.037 4.428 -2.093
208.06 3.94 4.531 -2.893
208.09 3.402 3.887 -3.12
208.12 5.326 10.46 -3.241
208.15 9.04 10.25 -0.871
208.18 8.05 8.98 -0.084
208.21 6.914 8.06 -1.03
209 7.57 8.97 -2.54
209.03 9.47 11.35 -5.812
209.06 11.8 13.66 -4.678
209.09 14.55 15.91 -4.539
209.12 15.23 16.23 -2.415
209.15 12.29 14.37 -0.237
209.18 9.5 10.09 0.763
209.21 8.09 9.3 0.547
210 7.34 7.86 -0.485
210.03 8.74 9.59 -1.511
210.06 7.35 8.29 -4.234
210.09 6.991 7.62 -4.678
210.12 5.585 6.512 -2.389
210.15 4.195 4.869 -0.485
210.18 1.78 2.99 1.592
210.21 1.221 1.998 -2.012
211 1.863 2.744 -2.681
211.03 2.569 3.166 -2.362
211.06 1.351 1.642 -2.54
211.09 1.854 2.632 -2.415
211.12 2.715 4.225 -1.548
211.15 3.417 3.927 -1.548
211.18 4.282 5.007 -1.676
211.21 6.12 7.32 -2.326
212 7.47 8.16 -2.831
212.03 7.55 9.93 -4.569
212.06 6.776 10.08 -10.451
212.09 11.25 13.25 -12.096
212.12 12.49 12.85 -8.722
