day_of_year,hour,r1,r2,r3,NR
238,1300,2.669,2.569,2.368,.301
238,1400,3.086,2.994,2.738,.694
238,1500,4.236,4.09,3.697,.417
238,1600,4.102,3.977,3.583,.567
238,1700,3.723,3.603,3.23,.434
238,1800,3.524,3.392,3.032,-.241
238,1900,3.19,3.026,2.708,-1.766
238,2000,1.947,1.855,1.669,-.763
238,2100,1.365,1.305,1.179,-.27
238,2200,.68,.658,.596,-.338
238,2300,.373,.338,.287,-.54
239,0,.051,.045,.044,-2.755
239,100,.001,.001,.002,-3.045
239,200,0,0,0,-3.007
239,300,0,0,0,-3.452
239,400,0,0,0,-3.513
239,500,-.002,0,0,-3.264
239,600,-.002,0,0,-3.542
239,700,.006,.006,.006,-3.854
239,800,.096,.106,.109,-4.072
239,900,.529,.576,.534,-4.542
239,1000,1.34,1.388,1.223,-2.728
239,1100,2.196,2.244,2.013,-.417
239,1200,3.054,3.068,2.715,.064
239,1300,3.81,3.79,3.332,-.331
239,1400,4.451,4.394,3.829,-1.975
239,1500,4.835,4.735,4.1,-4.049
239,1600,4.917,4.787,4.074,-4.601
239,1700,4.757,4.615,3.921,-4.703
239,1800,4.343,4.189,3.564,-3.734
239,1900,3.645,3.502,2.973,-1.752
239,2000,2.862,2.729,2.307,.115
239,2100,1.972,1.86,1.549,.745
239,2200,1.16,1.065,.758,.128
239,2300,.362,.309,.214,-2.187
240,0,.043,.036,.035,-2.918
240,100,0,.002,.002,-3.153
240,200,0,0,0,-3.168
240,300,0,0,0,-3.264
240,400,0,0,0,-3.353
240,500,0,0,0,-3.456
240,600,0,0,.002,-3.551
240,700,.004,.005,.006,-3.611
240,800,.082,.089,.085,-3.722
240,900,.472,.523,.482,-3.594
240,1000,1.269,1.328,1.153,-3.084
240,1100,2.11,2.16,1.899,.759
240,1200,2.993,3.02,2.612,1.422
240,1300,3.792,3.779,3.239,1.064
240,1400,4.387,4.335,3.692,-.636
240,1500,4.778,4.67,3.939,-3.14
240,1600,4.937,4.791,4.002,-1.163
240,1700,4.777,4.615,3.831,.325
240,1800,4.352,4.174,3.461,-.098
240,1900,3.698,3.53,2.928,-.648
240,2000,2.871,2.717,2.244,-1.179
240,2100,1.968,1.84,1.489,-1.579
240,2200,1.076,.979,.66,-1.998
240,2300,.342,.289,.192,-3.444
241,0,.038,.033,.03,-4.208
241,100,0,0,0,-4.373
241,200,0,0,0,-4.281
241,300,0,0,0,-4.303
241,400,0,.001,0,-4.146
241,500,0,.001,0,-4.452
241,600,0,.001,0,-4.288
241,700,.003,.004,.004,-4.382
241,800,.053,.056,.05,-4.401
241,900,.187,.188,.16,-3.96
241,1000,.929,.946,.787,-4.177
241,1100,1.189,1.177,.984,-1.556
241,1200,2.271,2.223,1.847,.462
241,1300,2.235,2.171,1.783,1.935
241,1400,2.806,2.72,2.23,2.406
241,1500,2.704,2.624,2.162,2.018
241,1600,2.854,2.773,2.301,1.973
241,1700,3.322,3.209,2.664,2.045
241,1800,3.348,3.249,2.718,2.314
241,1900,2.273,2.217,1.841,1.618
241,2000,1.462,1.431,1.186,1.046
241,2100,.73,.719,.601,.527
241,2200,.36,.355,.3,.23
241,2300,.046,.047,.041,-.035
242,0,.006,.007,.006,-.072
242,100,0,0,0,-.075
242,200,0,0,0,-.071
242,300,0,0,0,-.085
242,400,0,.001,0,-.14
242,500,0,0,0,-.076
242,600,0,0,.001,-.149
242,700,.001,.002,.003,-.16
242,800,.051,.052,.046,-.127
242,900,.209,.209,.181,.122
242,1000,.644,.639,.55,.321
242,1100,.946,.931,.807,.336
242,1200,1.44,1.405,1.226,.449
242,1300,2.274,2.208,1.954,.683
242,1400,2.434,2.363,2.099,.795
242,1500,3.217,3.12,2.769,.804
242,1600,3.433,3.328,2.988,.86
242,1700,3.062,2.979,2.664,1.079
242,1800,2.773,2.696,2.413,.967
242,1900,1.577,1.542,1.365,.592
242,2000,.882,.864,.744,.343
242,2100,.932,.907,.784,.288
242,2200,.378,.37,.326,-.228
242,2300,.095,.094,.085,-.616
243,0,.013,.013,.013,-1.89
243,100,0,0,0,-2.799
243,200,0,0,0,-2.78
243,300,0,0,.001,-2.66
243,400,-.002,0,.002,-2.448
243,500,-.002,.002,0,-1.918
243,600,-.002,0,0,-2.173
243,700,.001,.002,.003,-2.573
243,800,.054,.056,.051,-1.372
243,900,.268,.272,.245,-.749
243,1000,.776,.787,.701,.132
243,1100,1.129,1.138,1.015,.904
243,1200,1.69,1.699,1.511,.644
243,1300,2.106,2.118,1.876,.659
243,1400,2.458,2.47,2.181,.696
243,1500,2.509,2.521,2.224,.639
243,1600,2.48,2.49,2.192,.809
243,1700,2.695,2.7,2.366,.916
243,1800,2.297,2.306,2.018,.792
243,1900,1.947,1.954,1.706,.564
243,2000,1.435,1.439,1.256,.196
243,2100,.843,.85,.742,-.179
243,2200,.39,.395,.346,-.451
243,2300,.101,.104,.092,-.743
244,0,.009,.01,.009,-.863
244,100,0,0,0,-.949
244,200,0,0,0,-.916
244,300,0,0,0,-.901
244,400,0,0,0,-1.157
244,500,0,0,0,-1.795
244,600,0,0,0,-2.506
244,700,0,.001,.001,-3.128
244,800,.039,.041,.037,-3.133
244,900,.329,.364,.331,-3.05
244,1000,1.322,1.389,1.199,-1.392
244,1100,1.973,2.037,1.821,-.029
244,1200,3.227,3.264,2.883,-.412
244,1300,3.888,3.892,3.399,-.593
244,1400,3.682,3.662,3.161,-1.765
244,1500,3.507,3.486,2.992,-.182
244,1600,3.489,3.482,2.977,.744
244,1700,3.829,3.808,3.232,1.274
244,1800,3.124,3.114,2.638,.981
244,1900,2.577,2.55,2.166,.692
244,2000,2.189,2.129,1.776,-.052
244,2100,.781,.774,.664,-.515
244,2200,.408,.411,.357,-.327
244,2300,.089,.092,.081,-.121
245,0,.005,.006,.006,-.174
245,100,0,0,0,.106
245,200,0,0,0,-.073
245,300,0,0,0,-.395
245,400,0,0,0,-.427
245,500,0,0,.002,-.262
245,600,0,0,.002,-.363
245,700,0,0,.002,-.578
245,800,.021,.022,.019,-.521
245,900,.151,.153,.13,-.205
245,1000,.47,.47,.394,.285
245,1100,.89,.886,.741,.607
245,1200,1.308,1.295,1.079,.866
245,1300,2.027,1.996,1.652,1.067
245,1400,3.106,3.038,2.495,1.577
245,1500,3.661,3.567,2.901,.416
245,1600,3.42,3.319,2.689,.862
245,1700,2.639,2.563,2.072,.485
245,1800,2.762,2.676,2.159,.778
245,1900,2.311,2.242,1.805,.776
245,2000,1.729,1.668,1.34,.643
245,2100,.967,.932,.749,-.736
245,2200,.403,.394,.322,-1.242
245,2300,.055,.056,.047,-1.058
246,0,.002,.003,.003,-.795
246,100,0,0,0,-.823
246,200,0,0,0,-.411
246,300,0,0,.001,-1.378
246,400,0,0,.002,-2.715
246,500,0,0,.002,-.818
246,600,0,0,.002,-.642
246,700,0,0,.002,-.459
246,800,.016,.016,.013,-1.19
246,900,.185,.183,.135,-.079
246,1000,.353,.345,.254,.365
246,1100,.804,.775,.567,1.046
246,1200,1.397,1.326,.961,2.318
246,1300,1.581,1.501,1.076,2.694
246,1400,1.698,1.629,1.146,3.104
246,1500,3.995,3.802,2.554,6.074
246,1600,3.59,3.413,2.243,5.159
246,1700,2.888,2.748,1.792,5.021
246,1800,2.023,1.941,1.273,3.707
246,1900,1.461,1.407,.929,2.668
246,2000,1.132,1.082,.716,1.848
246,2100,.62,.602,.401,.696
246,2200,.29,.278,.181,-.219
246,2300,.041,.04,.029,-1.674
247,0,.003,.003,.004,-2.526
247,100,0,0,.002,-3.354
247,200,0,0,0,-4.217
247,300,0,.001,0,-4.421
247,400,0,.001,0,-4.551
247,500,0,0,0,-4.826
247,600,0,0,0,-4.828
247,700,0,.002,0,-4.799
247,800,.021,.021,.016,-4.739
247,900,.168,.185,.156,-4.506
247,1000,.881,.896,.649,-4.961
247,1100,1.793,1.77,1.276,-1.783
247,1200,2.612,2.542,1.803,1.478
247,1300,3.37,3.238,2.241,3.583
247,1400,3.917,3.729,2.517,4.705
247,1500,4.259,4.02,2.659,5.225
247,1600,4.334,4.076,2.654,5.154
247,1700,4.173,3.898,2.497,4.818
247,1800,3.792,3.528,2.249,4.022
247,1900,3.117,2.88,1.833,2.958
247,2000,2.185,2.001,1.261,2.169
247,2100,1.411,1.271,.756,1.837
247,2200,.776,.66,.3,.386
247,2300,.165,.144,.09,-1.616
248,0,.003,.003,.002,-2.072
248,100,0,0,0,-2.132
248,200,0,0,0,-1.458
248,300,0,0,0,-2.619
248,400,0,0,0,-2.596
248,500,0,0,0,-1.794
248,600,0,0,0,-2.34
248,700,0,0,0,-3.04
248,800,.019,.019,.013,-2.114
248,900,.097,.095,.065,-.988
248,1000,.324,.311,.208,-.163
248,1100,.724,.69,.457,.75
248,1200,1.185,1.13,.747,2.037
248,1300,1.805,1.71,1.12,3.234
248,1400,2.617,2.468,1.599,4.766
248,1500,3.934,3.698,2.361,6.168
248,1600,4.424,4.151,2.596,5.48
248,1700,4.195,3.911,2.419,4.341
248,1800,3.773,3.504,2.171,3.774
248,1900,2.958,2.731,1.703,2.986
248,2000,2.316,2.116,1.313,2.856
248,2100,1.183,1.068,.638,.857
248,2200,.525,.433,.194,-1.241
248,2300,.124,.1,.06,-2.553
249,0,.003,.003,.002,-2.472
249,100,0,0,0,-2.79
249,200,0,0,0,-3.035
249,300,0,0,0,-3.175
249,400,0,0,.001,-3.188
249,500,0,0,0,-3.175
249,600,0,0,.001,-3.247
249,700,0,0,.001,-2.509
249,800,.017,.017,.012,-2.422
249,900,.232,.247,.189,-.483
249,1000,.375,.362,.245,.789
249,1100,.675,.647,.436,1.393
249,1200,1.06,1.007,.676,2.249
249,1300,1.645,1.557,1.035,3.254
249,1400,2.357,2.218,1.456,4.678
249,1500,2.918,2.73,1.761,5.391
249,1600,3.595,3.332,2.098,6.208
249,1700,4.174,3.875,2.38,5.106
249,1800,2.138,1.97,1.239,2.709
249,1900,1.651,1.526,.966,1.834
249,2000,.799,.736,.475,-.448
249,2100,.524,.49,.322,.212
249,2200,.136,.129,.087,-1.709
249,2300,.026,.026,.018,-1.236
250,0,0,0,0,-2.074
250,100,0,0,0,-1.815
250,200,0,0,0,-1.638
250,300,0,0,0,-1.595
250,400,0,0,0,-1.344
250,500,0,0,0,-.019
250,600,0,0,0,.108
250,700,0,.001,0,.108
250,800,.012,.013,.008,.162
250,900,.178,.172,.111,.521
250,1000,.349,.335,.222,1.039
250,1100,.527,.502,.338,1.529
250,1200,1.253,1.181,.782,3.044
250,1300,1.773,1.668,1.094,3.839
250,1400,1.389,1.31,.896,2.766
250,1500,1.866,1.76,1.393,2.368
250,1600,2.511,2.334,2.013,2.054
250,1700,2.323,2.143,1.864,1.978
250,1800,1.822,1.666,1.438,1.808
250,1900,1.458,1.34,1.119,1.816
250,2000,1.194,1.102,.885,1.596
250,2100,.678,.627,.494,.706
250,2200,.258,.242,.189,-.426
250,2300,.036,.035,.028,-2.706
251,0,0,.001,.002,-3.143
251,100,0,0,0,-3.247
251,200,0,0,0,-3.249
251,300,0,0,0,-3.332
251,400,0,0,0,-3.325
251,500,0,0,0,-3.043
251,600,0,0,0,-3.293
251,700,0,0,0,-3.43
251,800,.009,.01,.009,-3.484
251,900,.14,.158,.154,-3.625
251,1000,.751,.789,.668,-2.943
251,1100,1.598,1.596,1.328,-.435
251,1200,2.431,2.409,2.001,1.401
251,1300,3.194,3.133,2.581,3.543
251,1400,3.795,3.699,2.998,3.847
251,1500,4.166,4.031,3.185,3.412
251,1600,4.27,4.1,3.196,2.861
251,1700,4.097,3.911,3.014,2.409
251,1800,3.668,3.475,2.657,3.054
251,1900,3.025,2.837,2.167,3.091
251,2000,2.238,2.074,1.554,2.19
251,2100,1.402,1.272,.825,.809
251,2200,.538,.446,.195,-1.354
251,2300,.053,.044,.031,-3.108
252,0,0,.001,0,-3.282
252,100,0,0,0,-3.135
252,200,0,0,0,-3.126
252,300,0,0,.001,-3.174
252,400,0,0,0,-3.261
252,500,0,0,0,-3.261
252,600,0,0,0,-3.267
252,700,0,0,0,-3.245
252,800,.011,.012,.01,-3.323
252,900,.133,.151,.141,-3.677
252,1000,.512,.532,.441,-3.58
252,1100,.684,.663,.515,.174
252,1200,1.697,1.644,1.268,.966
252,1300,1.852,1.776,1.345,2.645
252,1400,2.574,2.449,1.848,2.617
252,1500,4.074,3.882,2.916,.896
252,1600,4.269,4.034,2.997,1.051
252,1700,2.843,2.663,1.979,-.279
252,1800,2.681,2.482,1.853,-.295
252,1900,2.833,2.611,1.924,.724
252,2000,1.761,1.607,1.168,.233
252,2100,.317,.291,.219,-2.514
252,2200,.166,.153,.117,-2.548
252,2300,.03,.025,.019,-2.754
253,0,0,0,0,-2.789
253,100,0,0,0,-3.061
253,200,0,0,0,-2.73
253,300,0,0,0,-3.222
253,400,0,0,0,-3.24
253,500,0,0,0,-3.618
253,600,0,0,0,-3.374
253,700,0,0,0,-3.332
253,800,.007,.007,.006,-2.742
253,900,.2,.219,.177,-2.291
253,1000,.683,.724,.554,-2.332
253,1100,.985,.995,.721,-.587
253,1200,1.691,1.694,1.234,.126
253,1300,2.713,2.69,1.945,1.522
253,1400,3.355,3.289,2.354,2.952
253,1500,3.52,3.429,2.44,3.42
253,1600,4.495,4.337,3.066,4.096
253,1700,3.884,3.719,2.628,2.767
253,1800,3.317,3.155,2.247,2.62
253,1900,1.812,1.721,1.239,.975
253,2000,1.168,1.106,.799,.054
253,2100,.6,.559,.382,-.627
253,2200,.42,.35,.165,-1.368
253,2300,.04,.036,.026,-2.333
254,0,0,0,0,-2.581
254,100,0,0,0,-2.373
254,200,0,0,0,-1.71
254,300,0,0,0,-1.723
254,400,0,0,0,-1.392
254,500,0,0,0,-1.035
254,600,0,.001,0,-2.671
254,700,0,0,0,-2.961
254,800,0,.001,.002,-.099
254,900,.093,.112,.098,-.813
254,1000,.619,.699,.549,-3.308
254,1100,1.468,1.538,1.135,-1.348
254,1200,2.264,2.33,1.709,.97
254,1300,3.012,3.044,2.192,2.925
254,1400,3.604,3.596,2.544,3.605
254,1500,3.969,3.912,2.737,3.469
254,1600,4.069,3.97,2.768,2.583
254,1700,3.897,3.771,2.621,3.105
254,1800,3.469,3.325,2.33,3.878
254,1900,2.829,2.681,1.893,3.941
254,2000,2.007,1.88,1.312,3.001
254,2100,1.379,1.264,.763,1.401
254,2200,.426,.367,.188,-.897
254,2300,.032,.029,.021,-2.185
255,0,0,0,0,-2.601
255,100,0,0,0,-2.306
255,200,0,0,0,-1.699
255,300,0,0,0,-.833
255,400,0,0,0,-.562
255,500,0,0,.001,-.198
255,600,0,0,0,-.117
255,700,0,0,0,-.134
255,800,0,0,0,-.066
255,900,.027,.028,.023,-.144
255,1000,.307,.303,.262,-.051
255,1100,.515,.505,.432,.318
255,1200,.463,.453,.381,-.115
255,1300,.941,.912,.751,.665
255,1400,1.656,1.591,1.243,2.128
255,1500,1.849,1.76,1.273,2.665
255,1600,2.339,2.2,1.52,2.648
255,1700,1.931,1.846,1.259,3.315
255,1800,1.176,1.12,.757,2.118
255,1900,1.607,1.524,.983,3.269
255,2000,.671,.642,.411,1.099
255,2100,.33,.317,.202,-.455
255,2200,.124,.112,.071,-2.945
255,2300,.017,.015,.01,-3.773
256,0,0,0,0,-4.148
256,100,0,0,0,-3.942
256,200,0,0,0,-4.332
256,300,0,0,0,-2.678
256,400,0,0,0,-1.63
256,500,0,0,0,-1.449
256,600,0,0,0,-1.6
256,700,0,0,0,-1.636
256,800,.001,.001,0,-1.747
256,900,.083,.083,.054,-1.748
256,1000,.18,.178,.119,-1.162
256,1100,.347,.328,.207,-.725
256,1200,.674,.636,.396,.087
256,1300,1.398,1.312,.801,2.404
256,1400,1.648,1.534,.936,2.234
256,1500,3.132,2.94,1.758,4.634
256,1600,2.661,2.511,1.499,4.821
256,1700,3.21,2.985,1.735,6.806
256,1800,1.3,1.214,.74,2.434
256,1900,.917,.849,.523,2.063
256,2000,.671,.627,.379,1.416
256,2100,.589,.544,.313,.99
256,2200,.113,.107,.064,-.474
256,2300,.005,.006,.004,-1.133
257,0,0,0,0,-1.155
257,100,0,0,0,-1.244
257,200,0,0,0,-1.436
257,300,0,0,0,-.636
257,400,0,0,0,-.398
257,500,0,0,0,-.39
257,600,0,0,0,-.241
257,700,0,0,0,-.45
257,800,0,.002,0,-.502
257,900,.016,.017,.011,-.119
257,1000,.106,.101,.064,.186
257,1100,.18,.171,.118,.373
257,1200,.314,.296,.201,.626
257,1300,.482,.454,.301,1.089
257,1400,.787,.738,.485,1.812
257,1500,.766,.719,.483,1.658
257,1600,.78,.729,.482,1.765
257,1700,.607,.568,.394,1.26
257,1800,.698,.655,.481,1.174
257,1900,.532,.501,.398,.78
257,2000,.404,.38,.311,.405
257,2100,.167,.158,.131,.143
257,2200,.044,.042,.035,-.038
257,2300,.002,.003,.002,-.073
258,0,0,0,0,-.122
258,100,0,0,0,-.191
258,200,0,0,0,-.279
258,300,0,0,0,-.278
258,400,0,0,0,-.307
258,500,0,0,0,-.24
258,600,0,0,0,-.212
258,700,0,0,0,-.158
258,800,0,.001,.002,-.591
258,900,.035,.035,.033,-.219
258,1000,.142,.138,.129,.127
258,1100,.689,.666,.605,.136
258,1200,1.367,1.315,1.193,.351
258,1300,1.732,1.676,1.532,.793
258,1400,2.72,2.621,2.438,-1.99
258,1500,3.59,3.433,3.188,-4.626
258,1600,3.764,3.568,3.282,-3.898
258,1700,3.556,3.348,3.055,-2.481
258,1800,3.313,3.101,2.818,-2.238
258,1900,2.503,2.328,2.093,-1.113
258,2000,1.298,1.203,1.057,-.904
258,2100,.307,.297,.275,-1.302
258,2200,.089,.09,.084,-.424
258,2300,.004,.005,.005,-.659
259,0,0,0,0,-2.135
259,100,-.001,0,0,-2.279
259,200,-.002,0,0,-2.243
259,300,-.002,0,0,-2.222
259,400,-.002,0,0,-2.235
259,500,-.001,0,0,-2.177
259,600,-.002,.001,.001,-2.219
259,700,0,.001,0,-2.048
259,800,0,.002,0,-.709
259,900,.043,.045,.041,-.285
259,1000,.248,.258,.233,.206
259,1100,.874,.899,.804,.693
259,1200,1.113,1.145,1.03,.479
259,1300,1.675,1.715,1.547,.618
259,1400,1.844,1.889,1.718,.466
259,1500,2.186,2.23,2.029,.57
259,1600,3.269,3.286,2.983,.297
259,1700,2.783,2.79,2.527,.676
259,1800,1.753,1.765,1.608,.449
259,1900,1.851,1.849,1.686,.447
259,2000,1.244,1.24,1.131,.307
259,2100,.569,.572,.523,.17
259,2200,.098,.101,.093,-.081
259,2300,.003,.003,.003,-.092
260,0,0,0,.001,-.083
260,100,0,0,0,-.072
260,200,0,0,0,-.088
260,300,0,0,0,-.092
260,400,-.001,0,0,-.071
260,500,0,0,0,-.064
260,600,0,0,0,-.074
260,700,0,0,0,-.08
260,800,0,0,.002,-.07
260,900,.065,.069,.061,-.069
260,1000,.199,.21,.188,.032
260,1100,.693,.735,.657,-.041
260,1200,.974,1.01,.895,-.035
260,1300,1.828,1.888,1.635,-1
260,1400,1.984,2.02,1.772,-.747
260,1500,2.738,2.717,2.433,-4.155
260,1600,3.472,3.36,3.046,-9.32
260,1700,2.212,2.181,1.981,-2.91
260,1800,2.541,2.514,2.28,-2.389
260,1900,1.656,1.643,1.495,-1.099
260,2000,.718,.727,.665,-.003
260,2100,.359,.367,.336,.014
260,2200,.067,.069,.064,-.158
260,2300,.002,.004,.003,-.345
261,0,0,0,0,-.581
261,100,-.001,0,0,-.744
261,200,-.002,0,.002,-.446
261,300,-.001,.001,.001,-.696
261,400,-.002,0,0,-.52
261,500,-.001,.001,0,-.544
261,600,-.001,0,0,-.923
261,700,-.001,0,0,-1.145
261,800,0,.001,0,-.79
261,900,.018,.02,.019,-.201
261,1000,.226,.232,.213,-.168
261,1100,.571,.58,.528,.05
261,1200,1.176,1.181,1.078,.332
261,1300,2.068,2.06,1.88,.401
261,1400,1.839,1.822,1.672,.026
261,1500,2.051,2.032,1.869,.275
261,1600,2.212,2.183,2.014,.168
261,1700,1.897,1.874,1.734,.175
261,1800,1.488,1.472,1.37,.124
261,1900,1.286,1.271,1.181,.207
261,2000,.802,.794,.74,.168
261,2100,.441,.44,.408,.023
261,2200,.059,.06,.057,-.152
261,2300,0,.002,.002,-.179
262,0,0,0,.001,-.115
262,100,0,0,0,-.094
262,200,0,0,0,-.069
262,300,0,0,0,-.069
262,400,0,0,.002,-.065
262,500,0,0,0,-.056
262,600,0,0,.001,-.066
262,700,0,0,0,-.047
262,800,0,.002,0,-.077
262,900,.02,.021,.019,-.063
262,1000,.208,.212,.193,.03
262,1100,.72,.728,.657,.075
262,1200,1.136,1.148,1.036,.089
262,1300,1.372,1.392,1.268,.088
262,1400,2.006,2.024,1.855,.049
262,1500,1.965,1.979,1.813,-.028
262,1600,2.248,2.26,2.071,-.169
262,1700,2.271,2.291,2.103,-.022
262,1800,2.127,2.139,1.953,-.345
262,1900,1.952,1.942,1.775,-.836
262,2000,1.072,1.055,.963,-.875
262,2100,.408,.402,.365,-.929
262,2200,.065,.06,.05,-1.441
262,2300,0,.002,.003,-1.57
263,0,-.002,0,0,-1.72
263,100,-.002,0,0,-1.905
263,200,-.002,0,0,-1.971
263,300,-.002,0,0,-2.004
263,400,-.001,.001,0,-2.115
263,500,-.002,.002,0,-2.126
263,600,-.002,0,0,-2.1
263,700,0,0,0,-2.05
263,800,0,0,0,-1.941
263,900,.018,.019,.018,-1.894
263,1000,.301,.348,.34,-1.96
263,1100,1.103,1.184,1.035,-.68
263,1200,1.76,1.845,1.647,.079
263,1300,2.568,2.656,2.38,-.241
263,1400,2.644,2.702,2.415,-.669
263,1500,2.413,2.451,2.211,-.577
263,1600,3.069,3.071,2.77,-6.696
263,1700,3.021,2.975,2.703,-10.22
263,1800,1.682,1.715,1.573,.274
263,1900,1.123,1.152,1.061,.176
263,2000,.656,.676,.622,.168
263,2100,.277,.286,.265,.085
263,2200,.044,.046,.043,-.092
263,2300,0,.001,0,-.144
264,0,-.002,0,0,-.171
264,100,-.002,0,0,-.151
264,200,-.002,0,0,-.246
264,300,-.002,0,0,-.434
264,400,-.002,0,0,-.212
264,500,-.002,0,0,-.162
264,600,-.002,0,0,-.048
264,700,-.002,0,0,-.037
264,800,-.002,0,0,-.051
264,900,.01,.011,.01,-.108
264,1000,.106,.109,.102,-.066
264,1100,.433,.442,.404,-.088
264,1200,1.021,1.037,.95,-.159
264,1300,1.487,1.515,1.385,-.312
264,1400,1.976,1.989,1.831,-.136
264,1500,2.261,2.276,2.095,-.18
264,1600,2.361,2.363,2.171,-.652
264,1700,2.191,2.201,2.022,-.24
264,1800,1.647,1.659,1.527,-.061
264,1900,1.225,1.242,1.145,.134
264,2000,1.025,1.026,.945,-.169
264,2100,.249,.249,.228,-.388
264,2200,.026,.028,.027,-.347
264,2300,0,.002,0,-.312
265,0,-.002,0,0,-.327
265,100,-.002,0,0,-.37
265,200,-.002,0,0,-.372
265,300,-.002,0,0,-.357
265,400,-.002,0,0,-.381
265,500,-.001,0,0,-.413
265,600,-.001,0,0,-.381
265,700,-.002,0,0,-.388
265,800,-.001,0,0,-.361
265,900,.009,.01,.01,-.384
265,1000,.175,.183,.17,-.29
265,1100,.474,.492,.455,-.178
265,1200,.89,.916,.84,-.186
265,1300,2.026,2.084,1.906,-.164
265,1400,2.611,2.663,2.435,-1.428
265,1500,2.58,2.606,2.381,-2.149
265,1600,3.478,3.477,3.175,-4.982
265,1700,3.092,3.055,2.809,-7.41
265,1800,3.144,3.084,2.857,-7.53
265,1900,1.941,1.89,1.746,-5.462
265,2000,.985,.959,.87,-2.26
265,2100,.291,.277,.224,-1.483
265,2200,.042,.043,.04,-1.43
265,2300,-.001,0,0,-1.372
266,0,0,0,0,-1.179
266,100,0,0,0,-.967
266,200,0,0,0,-.821
266,300,0,0,0,-1.313
266,400,0,0,0,-1.389
266,500,0,0,0,-1.311
266,600,0,0,0,-1.376
266,700,0,0,.001,-1.556
266,800,0,0,0,-1.721
266,900,.009,.01,.009,-1.707
266,1000,.219,.258,.256,-1.961
266,1100,.818,.878,.795,-1.431
266,1200,1.758,1.845,1.657,-.401
266,1300,2.423,2.51,2.277,-.144
266,1400,2.822,2.897,2.626,-.52
266,1500,3.119,3.173,2.864,-.407
266,1600,3.391,3.408,3.06,-1.85
266,1700,2.995,2.974,2.68,-3.46
266,1800,2.738,2.684,2.437,-3.399
266,1900,2.004,1.936,1.749,-2.835
266,2000,1.128,1.07,.911,-1.927
266,2100,.317,.28,.183,-1.55
266,2200,.028,.027,.025,-2.092
266,2300,0,0,0,-2.07
267,0,0,0,0,-2.015
267,100,0,0,0,-2.032
267,200,0,0,0,-2.039
267,300,0,0,0,-2.197
267,400,0,0,0,-2.129
267,500,0,0,0,-1.676
267,600,0,0,0,-1.756
267,700,0,0,0,-2.299
267,800,0,0,0,-2.404
267,900,.008,.009,.009,-2.533
267,1000,.131,.137,.133,-2.551
267,1100,.692,.745,.711,-2.778
267,1200,1.436,1.51,1.419,-2.089
267,1300,1.973,2.048,1.908,-1.198
267,1400,2.543,2.608,2.39,-.293
267,1500,1.934,1.979,1.791,-.017
267,1600,2.14,2.16,1.99,.489
267,1700,1.621,1.658,1.521,.327
267,1800,1.738,1.776,1.635,.232
267,1900,1.146,1.173,1.077,.355
267,2000,.698,.716,.66,.23
267,2100,.613,.629,.571,.274
267,2200,.042,.044,.04,-.117
267,2300,-.001,0,0,-.172
268,0,-.002,0,0,-.138
268,100,-.002,0,0,-.226
268,200,-.002,0,0,-.081
268,300,-.002,0,0,-.17
268,400,-.002,0,0,-.106
268,500,-.002,0,0,-.133
268,600,-.002,0,0,-.131
268,700,-.002,0,0,-.126
268,800,-.002,0,0,-.12
268,900,.003,.003,.003,-.12
268,1000,.12,.126,.116,-.042
268,1100,.281,.292,.269,.089
268,1200,.728,.751,.689,.237
268,1300,1.527,1.563,1.425,.451
268,1400,1.707,1.745,1.593,.393
268,1500,1.687,1.72,1.57,.315
268,1600,1.829,1.863,1.705,.381
268,1700,1.805,1.842,1.692,.409
268,1800,1.731,1.755,1.608,.247
268,1900,1.041,1.063,.977,.233
268,2000,.85,.861,.789,.134
268,2100,.184,.189,.175,-.186
268,2200,.01,.012,.011,-.651
268,2300,-.002,0,0,-.362
269,0,-.002,0,0,-.517
269,100,-.002,0,0,-.698
269,200,-.002,0,0,-.238
269,300,-.002,0,0,-.205
269,400,-.001,0,0,-.238
269,500,-.001,0,.001,-.153
269,600,-.002,0,0,-.613
269,700,-.002,0,.001,-.751
269,800,-.001,0,0,-.273
269,900,.003,.003,.003,-.268
269,1000,.075,.079,.073,-.045
269,1100,.327,.34,.313,.116
269,1200,.834,.858,.782,-.15
269,1300,1.112,1.141,1.04,.069
269,1400,1.414,1.448,1.325,.357
269,1500,1.689,1.726,1.584,.38
269,1600,1.566,1.601,1.473,.308
269,1700,1.36,1.391,1.279,.25
269,1800,1.138,1.164,1.07,.244
269,1900,.809,.829,.765,.185
269,2000,.453,.466,.431,.142
269,2100,.116,.121,.112,.011
269,2200,.012,.014,.012,-.149
269,2300,0,.001,0,-.159
270,0,-.001,.001,0,-.279
270,100,-.002,0,0,-.163
270,200,-.001,.002,0,-.232
270,300,-.001,.002,0,-.298
270,400,-.001,.002,0,-.365
270,500,-.001,.002,0,-.385
270,600,-.002,.001,0,-.451
270,700,-.001,.002,0,-.648
270,800,-.001,.001,0,-.34
270,900,.002,.004,.003,-.165
270,1000,.069,.072,.067,-.013
270,1100,.358,.369,.34,.199
270,1200,.807,.824,.755,.369
270,1300,1.234,1.254,1.151,.438
270,1400,1.752,1.771,1.617,.289
270,1500,2.149,2.165,1.985,.38
270,1600,2.101,2.12,1.952,.337
270,1700,2.022,2.036,1.876,.386
270,1800,1.727,1.739,1.603,.347
