day_of_year,hour,r1,r2,r3,NR
209,1300,5.091,3.439,-.476
209,1400,5.649,3.77,.729
209,1500,5.993,3.974,4.053
209,1600,6.088,4.016,8.02
209,1700,5.947,3.902,11.21
209,1800,5.612,3.687,12.51
209,1900,5.001,3.316,11.43
209,2000,4.042,2.721,8.27
209,2100,2.815,1.914,4.291
209,2200,2.098,1.436,1.708
209,2300,1.563,1.062,-.359
210,0,.908,.616,-1.276
210,100,.399,.296,-1.378
210,200,.07,.055,-1.416
210,300,.026,.02,-2.104
210,400,.021,.016,-4.295
210,500,.032,.024,-4.286
210,600,.067,.051,-4.247
210,700,.442,.331,-2.901
210,800,1.007,.684,-1.073
210,900,1.74,1.219,.248
210,1000,2.575,1.787,.387
210,1100,3.452,2.37,0
210,1200,4.345,2.979,-.216
210,1300,5.528,3.729,1.459
210,1400,5.755,3.844,1.003
210,1500,5.944,3.938,2.699
210,1600,6.029,3.967,6.25
210,1700,5.889,3.861,9.59
210,1800,5.527,3.64,11.02
210,1900,4.91,3.265,10.39
210,2000,4.168,2.828,8.47
210,2100,3.319,2.296,4.899
210,2200,2.456,1.696,1.867
210,2300,.896,.622,-2.429
211,0,.93,.638,-2.874
211,100,.327,.262,-4.935
211,200,.079,.068,-5.007
211,300,.023,.018,-4.752
211,400,.019,.014,-4.807
211,500,.029,.022,-4.732
211,600,.098,.082,-5.02
211,700,.391,.303,-4.05
211,800,1.03,.701,-1.597
211,900,1.727,1.21,-.162
211,1000,2.46,1.722,-.043
211,1100,3.393,2.304,2.161
211,1200,3.958,2.697,2.769
211,1300,2.958,1.957,4.845
211,1400,2.266,1.541,3.363
211,1500,2.651,1.813,3.703
211,1600,2.674,1.818,3.847
211,1700,2.475,1.683,3.623
211,1800,2.284,1.555,3.369
211,1900,2.009,1.365,3.025
211,2000,1.274,.876,1.809
211,2100,1.255,.864,1.886
211,2200,.795,.542,1.276
211,2300,.438,.29,.869
212,0,.234,.154,.547
212,100,.088,.059,.088
212,200,.027,.017,-.119
212,300,.018,.006,-.147
212,400,.008,.005,-.139
212,500,.02,.013,-.083
212,600,.182,.109,.349
212,700,.3,.176,.607
212,800,.499,.261,.975
212,900,.667,.348,1.299
212,1000,1.287,.693,2.096
212,1100,2.076,1.138,2.722
212,1200,2.184,1.27,2.031
212,1300,2.749,1.552,1.728
212,1400,3.268,2.07,1.137
212,1500,3.94,2.486,1.863
212,1600,4.45,2.746,2.69
212,1700,3.315,2.057,2.833
212,1800,4.219,2.653,4.132
212,1900,3.19,2.052,3.228
212,2000,2.831,1.864,2.999
212,2100,2.626,1.753,3.32
212,2200,1.795,1.193,2.255
212,2300,1.086,.738,-.246
213,0,.458,.316,-2.177
213,100,.176,.123,-2.496
213,200,.049,.038,-2.135
213,300,.01,.008,-1.361
213,400,.007,.006,-2.032
213,500,.013,.011,-3.073
213,600,.054,.039,-2.581
213,700,.202,.144,-1.806
213,800,.392,.28,-1.62
213,900,.918,.648,.133
213,1000,1.673,1.182,1.288
213,1100,3.057,2.199,.584
213,1200,4.1,2.946,.545
213,1300,4.058,2.861,2.666
213,1400,5.301,3.724,5.023
213,1500,6.231,4.415,1.36
213,1600,6.019,4.248,.668
213,1700,5.117,3.586,3.973
213,1800,5.174,3.628,6.529
213,1900,4.901,3.472,7.8
213,2000,4.359,3.139,6.406
213,2100,2.306,1.663,1.415
213,2200,2.23,1.667,-.011
213,2300,1.49,1.117,-1.846
214,0,.823,.62,-3.419
214,100,.357,.302,-4.144
214,200,.074,.065,-3.973
214,300,.024,.019,-3.615
214,400,.017,.014,-2.648
214,500,.019,.016,-3.336
214,600,.051,.041,-4.059
214,700,.215,.172,-3.561
214,800,.808,.595,-1.991
214,900,1.601,1.209,-.271
214,1000,2.393,1.799,-.371
214,1100,3.225,2.4,-.754
214,1200,4.001,2.949,-1.152
214,1300,4.17,2.998,-.675
214,1400,4.374,3.126,-.109
214,1500,5.265,3.75,1.321
214,1600,6.146,4.349,2.622
214,1700,5.531,3.897,5.751
214,1800,4.927,3.458,6.92
214,1900,4.047,2.858,5.665
214,2000,4.117,2.952,5.893
214,2100,3.167,2.32,2.484
214,2200,2.298,1.719,-.329
214,2300,1.536,1.143,-1.581
215,0,.736,.554,-3.079
215,100,.283,.245,-3.971
215,200,.041,.039,-4.102
215,300,.009,.008,-3.973
215,400,.006,.005,-3.97
215,500,.011,.009,-4.212
215,600,.028,.023,-.96
215,700,.123,.095,.076
215,800,.434,.33,-.048
215,900,.84,.643,1.087
215,1000,.998,.774,1.072
215,1100,2.117,1.626,2.154
215,1200,1.931,1.52,1.298
215,1300,2.905,2.347,1.479
215,1400,3.589,2.954,1.24
215,1500,4.284,3.57,.883
215,1600,4.227,3.549,.362
215,1700,4.002,3.357,.249
215,1800,3.509,2.973,-.219
215,1900,2.912,2.464,-.039
215,2000,2.443,2.065,-.099
215,2100,1.981,1.67,.048
215,2200,1.311,1.1,-.011
215,2300,.797,.665,-.016
216,0,.348,.295,-.092
216,100,.098,.085,-.266
216,200,.022,.02,-.484
216,300,.005,.005,-.453
216,400,.003,.003,-.673
216,500,.007,.007,-.489
216,600,.031,.028,-.404
216,700,.151,.132,-.324
216,800,.421,.364,-.337
216,900,.94,.811,-.058
216,1000,1.398,1.206,.043
216,1100,2.13,1.832,-.019
216,1200,3.04,2.626,-.272
216,1300,4.184,3.627,-.667
216,1400,3.896,3.386,-.847
216,1500,4.189,3.638,-.896
216,1600,4.945,4.31,-1.211
216,1700,4.919,4.28,-.829
216,1800,4.413,3.797,-.654
216,1900,3.503,3.02,-.486
216,2000,2.669,2.29,-.373
216,2100,2.049,1.751,-.395
216,2200,1.292,1.103,-.217
216,2300,.725,.621,-.131
217,0,.352,.302,-.102
217,100,.153,.132,-.268
217,200,.017,.016,-.299
217,300,.005,.004,-.309
217,400,.002,.003,-.336
217,500,.004,.006,-.328
217,600,.024,.03,-.35
217,700,.176,.205,-.227
217,800,.35,.369,-.352
217,900,.809,.738,-.378
217,1000,1.286,1.083,-.566
217,1100,1.967,1.662,-.153
217,1200,3.227,2.775,-.267
217,1300,3.336,2.886,-.718
217,1400,4.476,3.86,-.305
217,1500,4.305,3.64,.034
217,1600,4.388,3.711,.217
217,1700,4.783,4.044,.599
217,1800,4.146,3.511,.258
217,1900,3.797,3.217,.442
217,2000,3.032,2.575,.114
217,2100,2.19,1.87,-.055
217,2200,1.044,.9,-.194
217,2300,.712,.611,-.002
218,0,.358,.302,.103
218,100,.106,.087,.002
218,200,.022,.018,-.064
218,300,.005,.004,-.09
218,400,.003,.003,-.158
218,500,.007,.006,-.216
218,600,.059,.044,-.122
218,700,.211,.154,.075
218,800,.44,.317,.1
218,900,.729,.525,.065
218,1000,1.428,1.017,.058
218,1100,1.954,1.384,-.086
218,1200,2.737,2.004,.002
218,1300,3.432,2.779,-.028
218,1400,4.33,3.744,.69
218,1500,4.881,4.206,-.032
218,1600,4.758,4.097,-3.27
218,1700,4.424,3.829,-2.823
218,1800,3.693,3.209,-2.521
218,1900,3.343,2.897,-1.914
218,2000,2.58,2.239,-1.488
218,2100,1.851,1.61,-1.103
218,2200,1.212,1.054,-.789
218,2300,.68,.593,-.636
219,0,.288,.253,-.714
219,100,.082,.073,-.809
219,200,.019,.018,-1.966
219,300,.005,.006,-3.399
219,400,.003,.003,-3.127
219,500,.007,.008,-3.38
219,600,.032,.03,-3.678
219,700,.186,.197,-4.119
219,800,.718,.647,-2.884
219,900,1.436,1.249,-1.82
219,1000,2.285,2.025,-2.539
219,1100,3.166,2.812,-4.393
219,1200,3.975,3.488,-6.528
219,1300,4.765,4.084,-8.56
219,1400,5.318,4.535,-10.78
219,1500,5.67,4.824,-11.64
219,1600,5.778,4.865,-9.58
219,1700,5.629,4.708,-8.42
219,1800,5.24,4.385,-8.18
219,1900,4.644,3.893,-8.25
219,2000,3.871,3.262,-8.61
219,2100,3.004,2.546,-6.468
219,2200,2.118,1.795,-3.178
219,2300,1.315,1.092,-2.388
220,0,.569,.516,-4.18
220,100,.125,.145,-4.73
220,200,.021,.02,-3.991
220,300,.004,.005,-4.098
220,400,.003,.003,-3.983
220,500,.005,.005,-3.957
220,600,.028,.027,-3.885
220,700,.162,.181,-4.56
220,800,.672,.646,-3.871
220,900,1.425,1.301,-2.468
220,1000,2.253,2.05,-3.124
220,1100,3.138,2.783,-4.728
220,1200,4.021,3.471,-7.28
220,1300,4.774,4.136,-11.4
220,1400,5.347,4.585,-12.76
220,1500,5.669,4.81,-9.96
220,1600,5.731,4.807,-4.686
220,1700,5.591,4.657,2.278
220,1800,5.21,4.317,3.712
220,1900,4.63,3.83,2.185
220,2000,3.867,3.217,-.356
220,2100,2.987,2.489,-2.994
220,2200,2.08,1.728,-3.604
220,2300,1.278,1.012,-2.636
221,0,.523,.431,-3.416
221,100,.105,.098,-4.204
221,200,.016,.015,-3.573
221,300,.003,.004,-3.565
221,400,.001,.002,-3.716
221,500,.004,.005,-3.867
221,600,.025,.023,-3.876
221,700,.134,.138,-4.147
221,800,.6,.544,-3.312
221,900,1.353,1.165,-.417
221,1000,2.168,1.883,-1.445
221,1100,2.87,2.46,-3.677
221,1200,3.62,3.061,-.848
221,1300,4.185,3.5,-.861
221,1400,5.369,4.425,-1.36
221,1500,4.089,3.312,-.447
221,1600,5.307,4.183,4.278
221,1700,4.067,3.15,2.774
221,1800,2.557,1.996,2.074
221,1900,2.124,1.697,1.188
221,2000,1.943,1.539,1.445
221,2100,1.096,.875,.694
221,2200,.672,.541,.448
221,2300,.374,.305,.245
222,0,.165,.135,-.019
222,100,.036,.031,-.266
222,200,.004,.005,-.451
222,300,0,0,-.32
222,400,0,0,-.328
222,500,.001,0,-.706
222,600,.01,.009,-.298
222,700,.062,.054,-.201
222,800,.203,.174,-.286
222,900,.726,.609,-.204
222,1000,1.295,1.066,-.119
222,1100,2.179,1.786,.094
222,1200,3.914,3.289,-3.135
222,1300,4.644,3.851,-4.752
222,1400,5.178,4.212,-5.469
222,1500,5.313,4.348,-7.12
222,1600,4.384,3.51,1.501
222,1700,4.337,3.475,2.561
222,1800,4.2,3.351,2.342
222,1900,4.337,3.44,2.299
222,2000,2.485,1.97,.632
222,2100,1.748,1.399,.475
222,2200,1.009,.817,.132
222,2300,.507,.413,.187
223,0,.159,.132,-.009
223,100,.032,.027,-.087
223,200,.004,.003,-.041
223,300,.001,0,.019
223,400,.004,0,.055
223,500,.008,.002,.141
223,600,.01,.003,.173
223,700,.03,.014,.194
223,800,.131,.079,.385
223,900,.291,.184,.575
223,1000,.517,.332,.645
223,1100,.826,.512,.877
223,1200,.948,.602,.877
223,1300,.911,.633,1.217
223,1400,1.066,.756,1.266
223,1500,1.178,.854,1.538
223,1600,1.496,1.066,1.661
223,1700,.845,.606,1.355
223,1800,.925,.663,1.516
223,1900,.955,.587,1.371
223,2000,.637,.368,1.264
223,2100,.497,.283,1.232
223,2200,.322,.185,1.124
223,2300,.128,.072,1.019
224,0,.069,.037,.981
224,100,.024,.008,.766
224,200,.019,0,.624
224,300,.014,0,.465
224,400,.016,0,.873
224,500,.012,0,.89
224,600,.013,.001,.818
224,700,.041,.022,.792
224,800,.069,.038,1.11
224,900,.205,.11,1.463
224,1000,.57,.306,2.425
224,1100,1.05,.57,3.56
224,1200,.995,.572,3.111
224,1300,1.91,1.203,5.716
224,1400,1.939,1.243,5.735
224,1500,1.662,1.051,5.271
224,1600,2.487,1.545,7.78
224,1700,1.678,1.043,5.46
224,1800,1.265,.777,4.747
224,1900,1.524,.874,5.945
224,2000,1.791,.988,6.246
224,2100,1.625,.894,5.175
224,2200,.701,.387,2.509
224,2300,.181,.105,2.002
225,0,.052,.032,1.536
225,100,.003,.003,1.225
225,200,.009,0,.931
225,300,.015,0,.815
225,400,.014,0,.801
225,500,.014,0,.783
225,600,.013,0,.642
225,700,.023,.004,.657
225,800,.075,.022,.951
225,900,.193,.061,1.726
225,1000,.387,.123,2.769
225,1100,.713,.225,4.493
225,1200,.939,.292,5.67
225,1300,1.101,.366,6.543
225,1400,1.252,.419,7.26
225,1500,1.124,.39,6.939
225,1600,.989,.351,6.162
225,1700,.778,.254,4.702
225,1800,.786,.252,4.602
225,1900,.854,.268,4.816
225,2000,.925,.275,5.131
225,2100,.642,.197,3.699
225,2200,.523,.162,3.117
225,2300,.166,.051,1.244
226,0,.043,.013,.499
226,100,.024,.005,.327
226,200,.009,0,.211
226,300,.007,0,.214
226,400,.007,0,.156
226,500,.009,0,.156
226,600,.014,0,.115
226,700,.055,.013,.35
226,800,.205,.061,.807
226,900,.67,.2,1.404
226,1000,1.975,.628,8.82
226,1100,2.687,.919,11.7
226,1200,3.321,1.156,13.16
226,1300,4.43,1.604,15.92
226,1400,4.875,1.91,16.4
226,1500,5.286,2.191,19.89
226,1600,5.438,2.336,23.51
226,1700,5.234,2.323,22.59
226,1800,4.834,2.222,19.61
226,1900,4.234,2.023,16.25
226,2000,3.459,1.703,11.78
226,2100,2.603,1.307,6.956
226,2200,1.747,.878,2.498
226,2300,.961,.437,-1.051
227,0,.278,.15,-4.406
227,100,.035,.022,-4.766
227,200,.002,.001,-4.929
227,300,0,0,-4.998
227,400,0,0,-4.956
227,500,0,.002,-4.987
227,600,.007,.005,-4.824
227,700,.06,.041,-4.489
227,800,.397,.261,-2.836
227,900,1.132,.689,.753
227,1000,1.924,1.197,2.945
227,1100,2.784,1.706,4.354
227,1200,3.632,2.244,5.242
227,1300,4.37,2.64,6.586
227,1400,4.914,2.894,10.45
227,1500,4.833,2.801,13.18
227,1600,4.851,2.836,15.57
227,1700,4.166,2.484,13.1
227,1800,4.265,2.538,13.7
227,1900,3.673,2.187,11.05
227,2000,3.374,2.009,9.56
227,2100,2.353,1.404,6.386
227,2200,1.657,.949,3.883
227,2300,.913,.476,-.859
228,0,.214,.131,-4.245
228,100,.025,.016,-4.545
228,200,.001,0,-4.111
228,300,0,0,-2.636
228,400,0,0,-2.007
228,500,0,.002,-1.749
228,600,.005,.004,-1.39
228,700,.039,.025,-1.068
228,800,.429,.233,1.309
228,900,1.278,.713,6.176
228,1000,2.025,1.321,9.18
228,1100,2.791,1.872,7.77
228,1200,3.657,2.45,5.636
228,1300,4.414,2.918,5.63
228,1400,4.974,3.206,6.281
228,1500,5.333,3.482,6.32
228,1600,5.429,3.542,12.73
228,1700,5.267,3.435,13.15
228,1800,4.817,3.123,12.33
228,1900,4.153,2.669,9.74
228,2000,3.369,2.168,5.989
228,2100,2.505,1.629,3.411
228,2200,1.683,1.069,2.165
228,2300,.97,.56,.129
229,0,.155,.101,-1.688
229,100,.015,.012,-1.726
229,200,0,0,-1.222
229,300,-.002,0,-.809
229,400,-.002,0,-.541
229,500,-.001,0,-.342
229,600,0,0,-.328
229,700,.022,.016,-.301
229,800,.173,.112,.203
229,900,.451,.294,.859
229,1000,.973,.639,1.959
229,1100,1.543,1.026,3.156
229,1200,2.829,1.886,5.705
229,1300,3.79,2.56,7.31
229,1400,4.261,2.888,8.27
229,1500,4.911,3.325,9.72
229,1600,5.167,3.485,10.35
229,1700,5.252,3.548,10.23
229,1800,4.77,3.196,9.2
229,1900,4.104,2.756,7.51
229,2000,3.297,2.201,5.07
229,2100,2.438,1.633,2.172
229,2200,1.591,1.077,-.211
229,2300,.791,.473,-2.191
230,0,.182,.136,-4.162
230,100,.02,.014,-2.485
230,200,0,0,-.755
230,300,0,0,-.629
230,400,0,0,-.463
230,500,0,0,-.353
230,600,.002,.003,-.72
230,700,.032,.025,-.417
230,800,.297,.236,2.226
230,900,1.1,.701,5.963
230,1000,1.885,1.306,8.19
230,1100,2.638,1.948,5.82
230,1200,3.477,2.563,3.294
230,1300,4.217,3.032,3.384
230,1400,4.798,3.377,3.245
230,1500,5.145,3.564,2.513
230,1600,5.262,3.565,4.694
230,1700,5.068,3.367,8.11
230,1800,4.723,3.098,10.07
230,1900,4.281,2.804,10.43
230,2000,1.737,1.145,2.444
230,2100,1.714,1.145,1.838
230,2200,1.72,1.134,1.792
230,2300,.777,.44,-1.033
231,0,.17,.124,-3.667
231,100,.017,.013,-3.871
231,200,0,0,-3.971
231,300,0,0,-3.95
231,400,0,0,-3.928
231,500,0,0,-3.712
231,600,.002,0,-4.058
231,700,.024,.018,-4.098
231,800,.292,.235,-3.416
231,900,1.075,.759,-.414
231,1000,1.804,1.288,1.799
231,1100,2.61,1.856,3.654
231,1200,3.468,2.465,4.786
231,1300,4.194,2.896,4.401
231,1400,4.714,3.186,3.842
231,1500,5.139,3.415,5.867
231,1600,5.205,3.411,9.09
231,1700,5.065,3.281,12.1
231,1800,4.68,3.004,12.42
231,1900,4.067,2.615,9.72
231,2000,3.223,2.083,5.976
231,2100,2.374,1.551,2.54
231,2200,1.52,.973,.243
231,2300,.709,.375,-1.802
232,0,.151,.105,-4.048
232,100,.015,.01,-3.963
232,200,0,0,-3.441
232,300,0,0,-2.41
232,400,0,0,-1.983
232,500,0,0,-1.989
232,600,.002,0,-2.554
232,700,.023,.016,-3.437
232,800,.161,.119,-3.241
232,900,.498,.331,-1.204
232,1000,1.264,.837,1.806
232,1100,2.076,1.369,3.534
232,1200,4.121,2.808,6.402
232,1300,4.208,2.817,4.611
232,1400,4.738,3.083,3.991
232,1500,5.056,3.249,5.74
232,1600,5.157,3.274,8.17
232,1700,5.004,3.157,9.83
232,1800,4.586,2.885,10.21
232,1900,3.96,2.513,9.1
232,2000,3.182,2.043,6.126
232,2100,2.308,1.504,2.384
232,2200,1.464,.934,-.374
232,2300,.65,.343,-2.252
233,0,.12,.086,-4.04
233,100,.008,.005,-3.844
233,200,0,0,-3.863
233,300,0,0,-3.849
233,400,0,0,-3.876
233,500,0,0,-3.884
233,600,.002,.002,-3.882
233,700,.014,.01,-3.769
233,800,.115,.087,-3.534
233,900,.858,.602,-.763
233,1000,1.638,1.145,1.838
233,1100,1.873,1.302,2.15
233,1200,2.035,1.377,2.238
233,1300,3.046,2.047,3.783
233,1400,3.506,2.316,4.691
233,1500,4.01,2.645,5.6
233,1600,4.128,2.704,6.334
233,1700,3.875,2.542,6.346
233,1800,3.745,2.543,6.837
233,1900,2.587,1.765,4.63
233,2000,2.528,1.725,3.878
233,2100,1.363,.908,2.287
233,2200,.659,.434,1.283
233,2300,.33,.216,.601
234,0,.096,.063,-.018
234,100,.007,.005,-.402
234,200,0,0,-.868
234,300,0,0,-.83
234,400,0,0,-.817
234,500,0,0,-.795
234,600,0,0,-.945
234,700,.012,.009,-1.334
234,800,.124,.091,-2.445
234,900,.547,.391,-1.041
234,1000,1.675,1.199,1.608
234,1100,2.443,1.758,1.816
234,1200,3.108,2.248,1.587
234,1300,4.019,2.839,1.581
234,1400,4.593,3.187,.968
234,1500,5.013,3.459,.842
234,1600,4.989,3.423,.557
234,1700,4.826,3.296,1.688
234,1800,4.434,3.05,2.161
234,1900,3.555,2.462,2.559
234,2000,2.395,1.674,2.507
234,2100,1.218,.847,2.247
234,2200,.513,.363,.614
234,2300,.182,.131,.119
235,0,.05,.036,-.083
235,100,.004,.003,-.397
235,200,0,0,-.341
235,300,0,0,-.274
235,400,0,0,-.231
235,500,0,0,-.192
235,600,0,.001,-.142
235,700,.008,.007,-.104
235,800,.081,.066,.017
235,900,.35,.278,.322
235,1000,.922,.725,.777
235,1100,1.472,1.15,1.101
235,1200,2.795,2.165,-.353
235,1300,4.056,3.201,-2.08
235,1400,4.357,3.397,.459
235,1500,4.917,3.774,.904
235,1600,5.043,3.836,.515
235,1700,4.873,3.716,2.653
235,1800,4.457,3.414,4.476
235,1900,3.839,2.971,4.414
235,2000,3.019,2.348,2.388
235,2100,1.796,1.413,-.419
235,2200,1.172,.882,-1.081
235,2300,.492,.3,-2.687
236,0,.033,.028,-3.909
236,100,.001,.002,-3.965
236,200,0,0,-3.97
236,300,0,0,-4.107
236,400,0,.002,-4.303
236,500,0,.002,-3.93
236,600,0,.003,-4.127
236,700,.014,.012,-4.054
236,800,.159,.154,-3.997
236,900,.842,.696,-1.242
236,1000,1.333,1.073,-.011
236,1100,2.518,2.039,.909
236,1200,3.462,2.826,1.011
236,1300,4.088,3.271,1.788
236,1400,4.636,3.621,2.445
236,1500,5.124,3.977,3.98
236,1600,4.613,3.561,4.797
236,1700,4.794,3.683,6.064
236,1800,4.182,3.229,4.91
236,1900,3.768,2.924,4.553
236,2000,2.245,1.757,1.432
236,2100,1.44,1.127,.084
236,2200,.584,.461,-.189
236,2300,.199,.159,-.762
237,0,.037,.031,-.239
237,100,0,0,-.309
237,200,0,0,-.301
237,300,0,0,-.121
237,400,0,0,-.064
237,500,0,0,-.098
237,600,0,0,-.171
237,700,.002,.003,-.102
237,800,.06,.053,-.01
237,900,.242,.212,.133
237,1000,.69,.601,.257
237,1100,1.196,1.045,.199
237,1200,2.125,1.854,-.06
237,1300,1.839,1.609,-.212
237,1400,3.772,3.323,-.014
237,1500,3.558,3.135,.32
237,1600,4.164,3.645,.772
237,1700,3.514,3.07,.775
237,1800,3.204,2.796,.664
237,1900,2.596,2.264,.547
237,2000,1.994,1.746,.243
237,2100,1.121,.989,.017
237,2200,.725,.637,-.03
237,2300,.255,.227,-.136
238,0,.035,.032,-.175
238,100,0,.001,-.142
238,200,0,0,-.094
238,300,0,0,-.105
238,400,0,0,-.142
238,500,0,0,-.101
238,600,0,0,-.082
238,700,.005,.006,-.041
238,800,.072,.069,-.023
238,900,.411,.383,.079
238,1000,.989,.915,.01
238,1100,1.443,1.32,-.119
238,1200,2.616,2.37,-1.073
238,1300,2.896,2.601,-1.061
238,1400,3.219,2.869,-.607
238,1500,3.771,3.35,-.742
238,1600,4.698,4.139,-.271
238,1700,4.293,3.77,.6
238,1800,3.197,2.801,.628
238,1900,2.597,2.271,-.1
238,2000,1.89,1.659,.011
238,2100,1.14,1.008,-.081
238,2200,.629,.559,-.19
238,2300,.23,.222,-.305
239,0,.02,.023,-.461
239,100,0,0,-.301
239,200,0,0,-.305
239,300,0,0,-.207
239,400,0,0,-.062
239,500,0,0,-.043
239,600,0,0,-.056
239,700,.003,.004,-.092
239,800,.047,.045,-.074
239,900,.195,.182,.013
239,1000,.579,.535,-.035
239,1100,1.139,1.041,-.205
239,1200,1.812,1.635,-.223
239,1300,2.533,2.263,-.474
239,1400,3.04,2.709,-.395
239,1500,3.499,3.11,-.474
239,1600,3.293,2.928,-.552
239,1700,3.356,2.971,-.569
239,1800,3.487,3.067,.014
239,1900,2.635,2.318,-.184
239,2000,1.828,1.612,-.454
239,2100,1.117,.989,-.436
239,2200,.516,.46,-.035
239,2300,.15,.136,-.119
240,0,.016,.016,-.375
240,100,0,0,-.612
240,200,0,0,-1.218
240,300,0,0,-.436
240,400,0,0,-.199
240,500,0,0,-.152
240,600,0,0,-.125
240,700,.001,.002,-.105
240,800,.027,.038,-.183
240,900,.179,.233,-.377
240,1000,.606,.553,-.23
240,1100,1.058,.953,-.143
240,1200,1.923,1.72,-.189
240,1300,2.474,2.214,-.149
240,1400,2.957,2.645,-.258
240,1500,3.686,3.318,-.764
240,1600,3.741,3.378,-1.009
240,1700,3.706,3.332,-.839
240,1800,3.276,2.914,-1.105
240,1900,3.389,2.973,-.691
240,2000,2.198,1.947,-1.051
240,2100,1.363,1.222,-.643
240,2200,.512,.466,-.601
240,2300,.164,.151,-1.021
241,0,.013,.013,-.61
241,100,0,0,-.621
241,200,0,0,-.544
241,300,0,0,-1.461
241,400,0,0,-2.54
241,500,-.001,0,-2.038
241,600,-.002,0,-.404
241,700,.002,.003,-.816
241,800,.089,.086,-1.711
241,900,.329,.31,-2.247
241,1000,.906,.821,-2.887
241,1100,2.409,2.196,-3.267
241,1200,3.301,3.088,-4.11
241,1300,3.331,3.047,-3.697
241,1400,4.358,3.891,-4.183
241,1500,5.095,4.491,-2.647
241,1600,4.757,4.165,-.015
241,1700,4.465,3.902,-.24
241,1800,4.081,3.562,.295
241,1900,3.447,3.017,-.08
241,2000,1.886,1.66,-1.52
241,2100,.782,.695,-2.453
241,2200,.462,.412,-1.137
241,2300,.085,.078,-.527
242,0,.008,.009,-.355
242,100,0,0,-.177
242,200,0,0,-.098
242,300,0,0,-.058
242,400,0,0,-.128
242,500,0,0,-.197
242,600,0,0,-.266
242,700,0,0,-.215
242,800,.024,.023,-.197
242,900,.167,.151,-.022
242,1000,.515,.46,-.089
242,1100,1.125,.996,.095
242,1200,1.589,1.414,.034
242,1300,2.706,2.41,-.274
242,1400,3.487,3.109,-.9
242,1500,3.643,3.244,-.577
242,1600,3.456,3.08,-1.086
242,1700,3.375,3.015,-.147
242,1800,2.599,2.33,-.193
242,1900,1.823,1.642,-.019
242,2000,1.637,1.473,.211
242,2100,.78,.707,.14
242,2200,.395,.358,.057
242,2300,.072,.068,-.152
243,0,.008,.009,-.24
243,100,0,0,-.441
243,200,0,0,-.69
243,300,0,0,-.644
243,400,0,0,-.127
243,500,-.001,0,-.215
243,600,0,0,-.251
243,700,.001,.002,-.358
243,800,.055,.053,-.532
243,900,.385,.338,-.666
243,1000,1.537,1.221,-1.472
243,1100,2.384,2.024,-3.444
243,1200,2.837,2.548,-6.458
243,1300,3.608,3.244,-11.75
243,1400,4.226,3.765,-15.45
243,1500,4.464,3.951,-16.43
243,1600,4.465,3.917,-15.18
243,1700,4.363,3.805,-11.96
243,1800,3.942,3.433,-7.58
243,1900,3.589,3.127,-3.689
243,2000,1.921,1.691,-1.988
243,2100,1.174,1.038,-1.465
243,2200,.593,.53,-.576
243,2300,.126,.114,-.713
244,0,.005,.006,-1.032
244,100,-.001,0,-.752
244,200,0,0,-.357
244,300,0,0,-.212
244,400,-.001,0,-.429
244,500,-.001,0,-.482
244,600,0,0,.235
244,700,0,0,-.162
244,800,.052,.048,-.048
244,900,.281,.253,.325
244,1000,.588,.53,.075
244,1100,1.197,1.068,.374
244,1200,2.425,2.137,.224
244,1300,2.338,2.066,-.293
244,1400,2.733,2.401,-.255
244,1500,4.044,3.51,-.074
244,1600,3.855,3.342,-.613
244,1700,3.697,3.202,-.821
244,1800,3.07,2.65,-.522
244,1900,2.225,1.928,-.517
244,2000,1.457,1.265,-.583
244,2100,.982,.85,-.635
244,2200,.434,.371,-1.633
244,2300,.103,.091,-2.582
245,0,.004,.005,-3.461
245,100,0,0,-3.333
245,200,0,0,-3.327
245,300,0,0,-3.922
245,400,-.001,0,-3.172
245,500,-.002,0,-1.176
245,600,0,0,-1.579
245,700,0,0,-1.731
245,800,.023,.021,-.833
245,900,.249,.218,-.586
245,1000,.593,.515,.049
245,1100,1.044,.902,.338
245,1200,1.877,1.607,.977
245,1300,2.587,2.208,.85
245,1400,3.027,2.569,.63
245,1500,3.518,2.982,.862
245,1600,2.989,2.539,.72
245,1700,2.801,2.378,.657
245,1800,2.281,1.942,.374
245,1900,1.943,1.644,.626
245,2000,1.4,1.172,.779
245,2100,.773,.644,.42
245,2200,.406,.339,-.114
245,2300,.044,.04,-.441
246,0,.002,.002,-.433
246,100,0,0,-.558
246,200,0,0,-.594
246,300,0,0,-1.095
246,400,0,0,-.998
246,500,0,0,-1.767
246,600,0,0,-.675
246,700,0,0,-.16
246,800,.028,.025,-1.098
246,900,.211,.178,-1.601
246,1000,1.134,.932,-.584
246,1100,1.127,.932,-.553
246,1200,2.664,2.218,.325
246,1300,3.28,2.75,-1.099
246,1400,3.86,3.158,-1.495
246,1500,4.423,3.587,-2.082
246,1600,3.493,2.82,-.733
246,1700,3.514,2.846,1.822
246,1800,2.664,2.159,.568
246,1900,1.847,1.516,.772
246,2000,1.425,1.17,-.1
246,2100,.772,.639,-.035
246,2200,.303,.254,.004
246,2300,.062,.054,-.11
247,0,.001,.002,-.121
247,100,0,0,-.071
247,200,0,0,-.094
247,300,0,0,-.125
247,400,0,0,-.108
247,500,0,0,-.059
247,600,0,0,-.075
247,700,0,0,-.095
