day_of_year,hour,VW1,TA1,TA2,RH1,VW2,TA1_max,TA2_max,RH1_max,VW1_min,TA1_min,TA2_min,RH1_min,DW1,unkw
220,1800,8.79,9.02,-1.088,75.1,9.27,9.63,-.547,75.8,8.18,8.09,-1.986,74.3,121.5,76.7
220,2100,8.03,9.4,-.67,75.7,8.62,9.77,-.447,76.2,7.53,8.59,-1.243,74.9,119.3,76.5
221,0,8.45,7.57,-2.231,77.1,9.15,8.56,-1.424,77.9,8.03,6.427,-3.3,76.6,123.1,76.6
221,300,9.21,5.099,-4.276,78.1,9.79,6.188,-3.333,79.6,8.65,4.358,-4.87,77.3,115.2,76.6
221,600,9.9,3.943,-5.309,83.4,10.45,4.429,-4.846,86.2,9.42,3.6,-5.606,80,116.8,76.8
221,900,10.04,5.247,-4.28,86.3,10.35,6.574,-3.213,86.5,9.65,3.946,-5.347,85.8,117.4,77.5
221,1200,9.39,8.67,-1.48,86.8,10.04,11.41,.954,87.2,8.68,6.574,-3.285,86.2,123.1,77.9
221,1500,8.68,12.22,1.796,86.1,9.24,12.85,2.437,86.8,8.25,11.16,.806,84.9,127.9,79
221,1800,7.37,12.62,2.322,86.6,8.65,13.12,2.724,88.9,5.925,12.19,1.912,84.7,146.4,80
221,2100,5.197,11.62,1.223,91.5,6.048,12.19,1.821,93,4.595,10.98,.532,89.2,166.7,81.2
222,0,4.268,10.23,-.267,90.7,5.341,11.09,.566,92.1,3.61,8.33,-2.039,90.1,227.5,83.2
222,300,3.675,6.993,-3.267,90.4,4.618,8.19,-2.24,90.6,2.068,6.224,-3.868,90.1,254.9,85
222,600,.913,5.91,-4.038,90.8,1.87,6.226,-3.834,91,.447,5.57,-4.187,90.6,14.87,85.6
222,900,2.785,6.815,-3.289,91,4.869,7.96,-2.234,91.1,.447,5.778,-4.201,90.7,152.2,86.3
222,1200,5.384,8,-2.375,87.1,6.065,8.44,-2.034,90.7,4.869,7.71,-2.675,84.7,140.7,85.3
222,1500,7.57,8.99,-1.326,84.8,8.87,9.74,-.597,85.7,5.304,8.16,-2.034,83.8,140.9,84.2
222,1800,8.45,10.08,-.303,83,8.95,10.85,.375,83.8,7.77,9.67,-.631,81.8,141.3,81.7
222,2100,8.58,10.75,.388,87,9.43,11.19,.771,90.2,6.078,10.26,-.164,84,155.5,80.5
223,0,9.49,11.23,.77,90.5,10.63,11.68,1.211,91.8,6.904,10.54,.089,89.2,147.6,77.9
223,300,9.93,11.31,.831,91.8,10.9,11.82,1.302,92.8,8.55,10.96,.434,90.7,178.2,76.7
223,600,7.87,11.53,1.124,89.1,9.95,11.68,1.306,90.5,6.396,11.23,.806,88.1,162.1,79.2
223,900,6.501,11.89,1.582,87.5,7.08,12.13,1.898,88.1,5.667,11.65,1.325,87,158.2,81.4
223,1200,6.792,12.44,2.239,87,7.29,12.72,2.504,87.1,6.105,12.02,1.788,86.8,144.6,83.5
223,1500,7.24,12.83,2.643,86.2,7.75,13.02,2.933,86.7,6.703,12.58,2.266,85.6,149.7,85.4
223,1800,6.623,13.18,3.148,87.9,7.05,13.4,3.445,88.6,6.127,12.78,2.761,86.9,144.6,86.9
223,2100,6.058,12.94,3,87.9,6.8,13.13,3.214,88.6,5.114,12.64,2.813,87.2,131.6,87.8
224,0,6.44,13.13,3.221,86.6,7,13.37,3.511,87.1,5.815,12.82,2.934,86.1,134.3,88.1
224,300,6.778,13.42,3.588,85.9,7.4,13.72,4.001,86.1,5.966,13.02,3.051,85.3,142.1,87.8
224,600,7.12,13.47,3.679,85.4,7.7,13.92,4.141,85.7,6.258,13.09,3.307,85.2,158.9,88
224,900,6.918,13.18,3.265,85.8,7.83,13.44,3.579,86.2,6.318,12.89,3.081,85.3,145.8,89.4
224,1200,6.725,13.54,3.662,85.7,7.46,13.96,4.504,87.6,5.959,13.09,3.144,84.9,143.3,90.1
224,1500,7.14,14.06,4.261,88.4,7.94,14.54,4.598,88.7,6.221,13.64,3.918,87.7,140.3,89.8
224,1800,6.81,14.07,4.295,88.5,7.28,14.5,4.838,88.8,6.284,13.6,3.853,88.1,130,89.2
224,2100,7.35,14.38,4.741,87.3,7.95,14.67,5.024,87.9,6.901,13.98,4.289,86.7,143.4,88.6
225,0,6.661,13.61,3.742,88.6,7.28,13.95,4.246,89.7,6.122,13.3,3.356,87.2,133.3,88.9
225,300,6.238,13.19,3.252,90.3,7.28,13.68,3.779,90.6,5.419,12.75,2.857,89.7,141,88.9
225,600,4.837,12.77,2.801,88.9,5.5,12.96,3.019,89.5,4.025,12.54,2.609,88.3,133.1,88.7
225,900,4.531,12.5,2.55,87.7,5.168,12.79,2.814,88.3,3.878,12.26,2.289,87.2,133.9,88.2
225,1200,5.632,12.9,2.948,87,6.485,13.2,3.359,87.2,4.893,12.68,2.675,86.7,130.7,87
225,1500,4.824,13.14,3.132,88,6.117,13.33,3.378,88.9,3.711,12.92,2.98,86.5,136.4,85.5
225,1800,4.721,12.56,2.432,89.2,5.847,13.06,2.98,90,3.981,12.23,2.04,88.3,137.1,84.9
225,2100,4.427,12.18,2.017,88.8,4.788,12.4,2.225,89.9,4.168,11.85,1.63,87.9,146.5,84.7
226,0,3.372,11.61,1.362,87.3,4.099,11.78,1.525,87.8,2.79,11.4,1.135,86.9,145.8,85.1
226,300,2.818,11.48,1.267,86.6,3.248,11.61,1.397,86.9,2.421,11.33,1.11,86.4,142.5,86
226,600,2.35,11.54,1.336,86.2,2.93,11.79,1.617,86.4,1.758,11.37,1.158,86.1,174.2,86.6
226,900,.825,11.08,.865,86.5,1.863,11.44,1.22,86.7,.447,10.47,.448,86.3,382.6,87.1
226,1200,2.313,11.32,1.249,86.2,3.185,11.99,1.997,88.4,.447,10.23,-.005,85.2,88.3,86.9
226,1500,2.56,12.38,2.483,88,3.021,12.67,3.17,88.7,2.261,12.16,2.077,86.4,63.52,85.6
226,1800,2.603,12.47,2.848,86.1,2.768,12.76,3.023,86.6,2.317,12.27,2.673,85.6,68.11,84.1
226,2100,2.497,12.27,2.836,85.1,2.953,12.57,3.909,86.6,1.84,11.71,2.278,81,56.48,82.9
227,0,2.715,10.65,1.22,85.6,3.292,12.06,2.56,87.8,1.979,8.87,-.303,83.6,81.2,82
227,300,3.492,7.51,-1.44,88,3.792,9.05,-.289,88.3,2.87,6.432,-2.537,87.6,94.1,80.6
227,600,3.515,5.279,-3.083,88.7,3.764,6.017,-2.373,89,3.324,4.255,-3.907,88.5,94.5,79.5
227,900,3.522,4.683,-3.558,88.5,3.969,5.536,-3.218,89,3.28,3.806,-4.056,88,100.2,78.7
227,1200,2.585,8.11,-.984,87.4,3.287,10.75,.916,88.1,1.786,6.021,-2.867,86.9,86.5,78.6
227,1500,1.556,11.61,1.779,87,2.728,13.39,2.981,89.2,.447,10.11,.71,83.9,108.8,78.2
227,1800,1.978,10.91,1.158,86.2,4.066,12.06,2.232,89.2,.758,10.21,.315,82.8,359,77.5
227,2100,2.902,10.54,.144,84.8,4.006,10.99,.654,86.5,1.127,10,-.385,83,9.46,77.1
228,0,2.013,9.02,-.957,86.2,2.911,10.42,.104,87.3,1.466,7.01,-2.461,84.7,30.46,76.8
228,300,1.762,5.959,-2.925,87.9,2.179,7.18,-2.331,89,1.385,4.289,-3.232,86.9,44.01,76
228,600,2.572,2.813,-4.301,89,2.939,5.847,-2.819,90.4,1.744,1.108,-5.754,88.5,74.9,75.1
228,900,3.052,1.8,-5.794,89.6,3.402,3.601,-4.808,91.8,2.679,.693,-6.51,86.8,83.6,74.9
228,1200,2.346,5.437,-3.577,86.2,3.265,8.19,-1.159,88.1,1.48,2.666,-5.803,82,81.7,74.6
228,1500,1.723,9.99,-.45,80.5,2.639,14.05,2.784,83.6,.447,7.88,-1.651,68.89,-6999,74.4
228,1800,.899,11,1.835,70.7,2.703,13.13,4.365,80,.447,9.46,-.788,64.63,340.8,74.3
228,2100,3.233,9.13,-1.267,82.4,3.807,9.37,-.777,83.2,2.736,8.89,-1.59,81.1,342.4,74.9
229,0,2.418,7.91,-2.324,85.3,3.17,8.89,-1.522,90.8,1.281,7.04,-2.992,82.6,337.1,75.4
229,300,3.579,7.4,-2.825,91.5,4.728,7.67,-2.637,91.6,2.137,7.05,-2.964,91.1,361.5,75.5
229,600,3.13,7.13,-3.116,91.3,4.621,7.5,-2.824,91.5,1.861,6.398,-3.709,91.1,73.9,75.6
229,900,2.156,6.753,-3.441,91.2,2.767,6.985,-3.232,91.3,1.5,6.606,-3.612,91,69.58,75.4
229,1200,3.231,6.69,-3.371,90.8,3.991,7.4,-2.656,91,2.273,5.912,-4.07,90.2,58.73,75.2
229,1500,2.77,7.72,-2.214,89,3.394,8.28,-1.806,89.7,2.519,7.26,-2.752,88.6,45.12,73.8
229,1800,2.214,8.33,-1.718,88.2,2.778,8.7,-1.487,88.6,1.724,7.93,-1.994,87.8,26.99,73.1
229,2100,1.991,8.05,-2.068,89.2,2.786,8.44,-1.76,89.8,1.014,7.65,-2.414,88.5,26.23,72.8
230,0,1.427,7.01,-2.704,89,1.949,8.82,-1.727,89.9,.878,4.489,-3.983,88.3,72.1,72.9
230,300,1.612,2.478,-5.745,91.9,2.14,3.661,-4.301,92.4,.452,1.521,-6.497,90.5,43.7,72.6
230,600,.898,2.507,-6.008,91.5,1.675,4.603,-5.084,91.8,.447,-.208,-7.46,90.9,75.4,72.5
230,900,.893,1.745,-4.538,85.1,2.608,2.943,-3.917,90.3,.447,.242,-5.621,83,105.6,73.1
230,1200,2.454,7.9,-1.611,82.6,3.662,9.89,-.572,83.9,1.124,3.704,-3.864,81,188.5,73.7
230,1500,4.491,11.39,.928,83.1,5.335,12.63,2.279,84.2,3.175,9.65,-.562,82.3,140.7,73.6
230,1800,4.842,13.01,2.888,82.8,5.456,13.37,3.273,83,4.118,12.66,2.46,82.4,147.4,73.6
230,2100,4.1,12.85,2.788,83.9,4.831,13.18,3.096,85.3,3.572,12.38,2.213,83.1,139.5,74.2
231,0,4.844,12.34,2.399,83.7,5.442,13.11,2.99,83.9,4.14,11.5,1.818,83.5,147.9,75.2
231,300,5.138,11.25,1.357,83.5,5.377,11.71,1.833,84.4,4.751,10.92,.996,82.5,140.1,76.1
231,600,5.803,10.16,.18,82.4,6.346,10.75,.862,83,5.224,8.99,-.972,81.8,124.4,77.4
231,900,5.472,7.45,-2.246,81.9,6.318,8.78,-1.155,83.5,4.68,7.02,-2.771,81,112.9,78.4
231,1200,6.427,8.47,-1.56,82.1,6.863,9.71,-.429,82.6,5.772,7.12,-2.747,81.8,105,78.3
231,1500,6.424,11.71,1.448,80.8,7.67,12.77,2.546,82.7,5.062,10.33,.104,78.7,127.4,78.5
231,1800,4.762,12.81,3.005,79.3,5.627,13.31,3.534,81.4,3.164,12.42,2.539,76.2,99,78.7
231,2100,5.18,12.61,2.694,81.8,5.704,12.96,3.062,82.9,4.518,12,2.028,80.5,102.6,79
232,0,5.406,11.41,1.437,81.3,6.173,12.52,2.387,81.8,4.607,10.43,.397,80.7,106.7,79.7
232,300,4.975,9.61,-.354,82.1,5.602,10.09,.245,82.9,3.848,9.19,-.741,81.3,107.6,79.6
232,600,5.201,9.89,-.261,82.4,6.086,10.3,.11,83.4,3.594,9.26,-.854,81.3,110.7,79.1
232,900,6.914,9.51,-.527,79.8,8.36,9.92,-.081,81.2,5.647,9.2,-.834,78.5,113.8,78.9
232,1200,7.09,10.68,.407,79.1,8.07,12.13,1.877,80.2,5.309,9.61,-.553,77.9,130.4,78.5
232,1500,5.216,12.69,2.392,79.8,7.08,13.22,2.918,80.6,4.017,11.88,1.605,78.6,155,78.5
232,1800,3.806,12.81,2.658,80,5.429,13.09,2.913,81.1,2.583,12.45,2.344,79.1,141.5,78.8
232,2100,3.961,12.3,2.224,80.4,4.929,12.89,2.566,81.1,2.618,11.69,1.806,79.4,140.3,79.2
233,0,2.73,9.83,1.161,80.7,3.3,11.96,2.149,85.8,2.414,7.15,-.751,78.1,95.1,79.6
233,300,3.237,7.71,-1.297,84.9,4.01,8.64,-.545,85.9,2.082,6.985,-2.072,83.6,93.2,79.3
233,600,3.986,6.531,-2.854,83.9,4.553,7.99,-1.574,84.4,3.083,5.119,-3.921,83.2,109.6,79.2
233,900,4.884,5.134,-4.205,83.1,6.159,5.362,-3.589,84.3,3.425,4.637,-4.487,81.5,100.2,79.1
233,1200,5.645,6.257,-3.476,81.2,6.622,8.13,-1.928,81.8,4.607,5.293,-4.197,80.6,123.2,78.4
233,1500,4.159,9.36,-.716,81.7,4.84,10.74,.531,82.2,3.486,7.92,-2.053,80.5,122.4,77.9
233,1800,1.598,11.86,1.391,81.2,2.942,15.2,4.045,88.6,.447,10.31,-.269,77.3,-6999,77.7
233,2100,1.458,9.51,-1.1,90.6,1.915,10.42,-.317,92,1.092,8.59,-1.935,89.1,184,77.9
234,0,1.19,8.53,-1.905,92,1.899,8.98,-1.581,92.2,.528,8.15,-2.187,91.8,55.63,77.9
234,300,.929,8.1,-2.212,91.6,1.764,8.47,-1.948,91.8,.447,7.36,-2.829,91.4,216.4,77.6
234,600,1.546,7.36,-2.819,91.6,2.079,7.57,-2.694,91.8,.931,7.16,-2.939,91.3,157.1,77.5
234,900,2.373,4.706,-3.536,89.3,2.788,7.5,-2.666,91.3,1.628,2.007,-4.948,87.2,128.9,77.6
234,1200,2.63,6.404,-3.199,85.3,2.905,8.12,-2.326,86.3,2.381,3.183,-4.41,84.7,141.5,77.7
234,1500,2.564,9.53,-1.032,84,2.852,10.19,-.428,85.2,2.131,8.16,-2.158,81.9,194.9,77.7
234,1800,2.157,10.3,-.286,82.3,2.7,11.38,.162,83.2,1.458,9.32,-.577,81.5,177.1,77.9
234,2100,1.95,9.59,-1.034,86.7,2.572,10.99,.205,88.6,1.386,8.86,-1.603,83.5,189.9,78.7
235,0,2.586,8.17,-2.292,91.7,3.083,8.77,-1.687,92.4,2.172,7.88,-2.513,89.2,186.8,79.6
235,300,2.188,8.33,-2.079,90.7,2.462,8.43,-1.996,91.2,1.926,8.23,-2.201,90.4,209.3,80.3
235,600,1.675,8.43,-1.976,90.1,2.164,8.54,-1.875,90.4,1.234,8.33,-2.106,89.9,318.3,81.3
235,900,2.313,8.34,-2.028,89.8,2.931,8.44,-1.952,89.9,1.401,8.16,-2.082,89.7,374.3,82.7
235,1200,2.207,8.33,-1.775,90,3.32,8.71,-1.145,90.3,1.008,7.67,-2.158,89.8,61.44,84.1
235,1500,2.077,8.1,-1.729,89.8,3.071,8.98,-.993,90.1,1.463,7.53,-2.389,89.2,39.78,85.1
235,1800,1.929,8.63,-1.295,88.9,2.724,8.89,-.959,90,.911,8.14,-1.68,87.3,363.5,85.5
235,2100,1.826,7.8,-2.09,85.5,2.959,8.44,-1.624,87.2,1.057,6.927,-2.615,81.7,36.5,85.7
236,0,3.122,4.057,-4.717,79.6,5.228,6.412,-2.868,83.5,1.546,1.556,-6.787,72.9,80.2,85.2
236,300,5.513,.336,-7.72,73.6,6.532,1.556,-6.901,74.4,4.413,-.346,-8.29,72.8,94.3,84.2
236,600,6.688,-.935,-8.78,73.5,7.51,.173,-8.16,74.1,5.643,-1.593,-9.23,72.6,98.5,84.1
236,900,7.18,-.847,-8.72,73.3,7.74,.485,-7.92,74.2,6.545,-1.801,-9.39,72.7,122.3,84
236,1200,8.08,2.033,-6.827,72.9,8.8,3.737,-5.704,73.4,7.38,.381,-7.88,72.3,122.9,84
236,1500,7.26,5.708,-4.293,73.9,8.38,7.22,-3.247,74.6,6.371,3.945,-5.523,73.3,139.7,84.1
236,1800,6.144,7.93,-2.451,75.6,6.891,8.39,-2.021,76.2,5.413,7.33,-3.074,74.7,152.7,83.4
236,2100,5.42,7.83,-2.433,77.8,5.888,8.49,-1.954,79.5,4.964,7.08,-2.935,76.4,145.6,82.8
237,0,5.686,7.02,-3.065,80.3,6.252,7.33,-2.863,81.1,5.012,6.775,-3.29,79.2,155.2,82.3
237,300,5.566,7.17,-2.978,80.9,6.457,7.33,-2.872,81.5,4.868,6.951,-3.117,80.1,149.1,81.1
237,600,5.464,7.57,-2.652,82.2,5.848,8.06,-2.196,89.8,4.667,6.849,-3.266,80.5,188.4,80.3
237,900,5.363,6.931,-3.215,92.6,5.746,7.19,-2.939,92.9,4.747,6.71,-3.396,91.6,171.3,80.3
237,1200,4.948,7.77,-2.479,91.9,6.135,8.26,-2.201,92.1,3.969,7.44,-2.8,91.6,-6999,80.6
237,1500,4.4,8.36,-2.109,91.5,4.889,9.09,-1.866,91.6,3.631,7.85,-2.326,91.4,215.1,80.6
237,1800,4.205,9.14,-1.668,91.4,4.68,9.5,-1.518,91.5,3.779,8.95,-1.852,91.2,-6999,80.8
237,2100,1.173,8.42,-2.123,91.2,3.648,9.4,-1.317,91.5,.447,6.427,-3.752,91,-6999,81.3
238,0,.447,5.461,-4.362,91.5,.447,6.324,-3.709,91.6,.447,4.738,-4.942,91.5,-6999,81.9
238,300,.447,3.992,-5.576,91.6,.447,4.566,-5.064,91.7,.447,3.599,-5.865,91.6,-6999,81.4
238,600,.447,3.399,-5.977,91.6,.447,3.806,-5.743,91.7,.447,2.942,-6.326,91.5,355.3,80.9
238,900,.447,2.167,-6.906,91.2,.447,2.769,-6.494,91.6,.447,1.8,-7.14,90.3,-6999,80
238,1200,.447,1.926,-6.81,83.7,.447,2.837,-6.169,90,.447,.83,-7.59,78.4,-6999,78.3
238,1500,.447,2.185,-6.701,80.4,.447,4.46,-5.394,81,.447,.727,-7.65,79.3,301.3,76.9
238,1800,1.169,5.409,-4.052,70.9,2.604,6.458,-2.853,76.9,.447,4.833,-4.799,66.33,142.2,75.4
238,2100,2.923,4.397,-5.541,86.5,3.982,5.837,-4.403,92.4,2.168,2.731,-6.585,71.8,307.5,75.2
239,0,1.602,2.169,-6.869,91.6,2.784,3.597,-5.952,91.8,.447,.83,-7.73,91.2,178.5,75.5
239,300,3.441,1.198,-7.57,91.8,4.464,2.112,-7.06,91.8,2.774,.865,-7.77,91.7,151.8,75.2
239,600,4.394,2.941,-6.421,91.9,4.864,3.22,-6.224,91.9,4.014,2.389,-6.841,91.8,170.2,74.8
239,900,4.377,2.508,-6.711,91.8,4.848,3.012,-6.357,91.9,4.029,2.25,-6.91,91.8,153.9,74.6
239,1200,4.271,2.996,-6.341,91.7,4.614,3.565,-5.88,91.8,3.654,2.527,-6.733,91.5,147.7,74
239,1500,4.255,5.129,-4.837,89.8,4.489,6.534,-3.699,91.4,3.715,3.565,-5.914,87.7,138.3,72.2
239,1800,2.934,8.04,-2.516,86.5,4.236,9.02,-1.757,88.2,2.161,6.672,-3.632,85.7,150.7,69.55
239,2100,1.76,8,-2.539,89.9,4.244,9.12,-1.834,91.1,.447,5.183,-4.694,88.5,372.5,67.67
240,0,6.128,3.986,-5.615,91.6,8.64,4.63,-5.155,91.8,1.448,3.148,-6.169,91.2,355.6,67.96
240,300,4.702,2.128,-6.84,91.7,8.06,3.148,-6.213,91.8,.625,1.523,-7.28,91.6,22.13,70.4
240,600,1.128,1.85,-7.08,91.6,1.845,2.043,-6.906,91.7,.447,1.523,-7.31,91.6,285.3,73.5
240,900,2.662,2.797,-6.427,91.6,3.482,3.635,-5.822,91.6,1.826,2.112,-6.881,91.6,180.9,76
240,1200,6.672,3.442,-6.042,91.6,8.98,3.877,-5.704,91.7,3.908,3.08,-6.361,91.5,224.4,78.1
240,1500,7.06,2.353,-7.11,91.5,8.18,2.942,-6.524,91.7,5.863,2.042,-7.41,91.4,203.6,79.4
240,1800,4.622,2.068,-6.916,91.1,5.981,2.561,-6.473,91.3,3.288,1.592,-7.27,90.2,164.2,79.3
240,2100,3.784,1.744,-6.953,86.6,4.534,2.212,-6.585,90,3.26,1.21,-7.33,82.7,147.1,79.4
241,0,3.082,.354,-7.81,83,3.995,1.418,-7.2,84.8,2.449,-.554,-8.47,81.2,147.7,80.1
241,300,4.177,-.296,-8.51,85.9,4.805,.138,-8.25,86.5,3.449,-.727,-8.74,85.2,144.7,80
241,600,5.282,-3.014,-9.76,83.8,6.355,-.104,-8.32,84.9,4.404,-6.584,-11.37,82.1,130.8,79.6
241,900,7.89,-1.186,-9.05,82.2,9.18,.589,-7.92,82.7,6.102,-3.083,-10.21,81.7,118.7,79.4
241,1200,9.74,-1.557,-9.29,80.4,10.97,-.658,-8.79,81.8,8.84,-2.875,-10.18,79.4,133.2,78.2
241,1500,9.22,1.215,-7.52,79.1,10.03,3.251,-6.124,79.8,8.21,-.727,-8.88,78.1,143.6,77.1
241,1800,7.39,4.527,-5.019,79.7,8.53,5.359,-4.375,80.9,6.3,3.113,-6.129,79,156.7,76.2
241,2100,6.845,4.44,-4.965,82.1,7.25,5.807,-4.061,83.3,6.303,2.767,-6.095,80.4,140.4,76.1
242,0,6.21,3.487,-5.856,85,6.767,4.291,-5.318,86,5.268,2.733,-6.267,83.7,144,76
242,300,6.29,4.295,-5.363,91.1,6.828,5.018,-4.802,92.4,5.498,3.703,-5.738,87.1,150.1,74.8
242,600,6.126,6.104,-3.908,92.1,6.842,6.436,-3.593,92.5,5.476,5.364,-4.623,91.7,206,73.8
242,900,6.785,5.269,-4.564,91.6,7.86,6.159,-3.801,91.7,5.909,4.775,-4.992,91.6,245.5,75.4
242,1200,5.157,4.338,-5.301,91.6,6.863,4.811,-4.968,91.6,3.596,3.425,-5.938,91.4,315.6,77.7
242,1500,5.148,3.959,-5.654,91.4,6.251,4.497,-5.074,91.5,3.926,3.391,-6.037,91.3,168.2,79.3
242,1800,4.357,4.885,-5.006,91.3,5.804,5.671,-4.37,91.5,2.32,4.115,-5.624,91.1,224.8,81.4
242,2100,4.197,4.277,-5.541,91.6,4.997,4.669,-5.356,91.6,3.196,4.012,-5.664,91.5,201.8,83.5
243,0,2.846,3.677,-5.88,91.6,3.521,4.186,-5.561,91.6,2.33,3.149,-6.292,91.5,174.1,85.1
243,300,2.308,.592,-7.53,91.4,2.519,3.219,-6.189,91.6,2.058,-2.701,-9.77,91.1,92.8,86
243,600,2.938,.052,-8.38,91.3,4.182,1.697,-7.38,91.4,2.269,-2.043,-9.73,91.1,110.8,86.6
243,900,3.915,-4.144,-10.77,90,4.269,-.381,-8.72,91.5,3.364,-10.81,-14.26,85.7,108.1,87.1
243,1200,7.52,-9.37,-13.9,78.1,9.69,-7.49,-13.03,85.4,4.206,-11.12,-14.57,74.6,103.7,87.4
243,1500,7.98,-4.067,-11.03,73.2,8.7,-1.696,-9.57,74.3,7.49,-7.04,-12.81,72.4,121.6,86.6
243,1800,8.38,-.575,-8.7,73.1,8.84,.311,-8.08,73.7,7.73,-1.8,-9.56,72.5,125.9,85.5
243,2100,8.92,.319,-8.03,73.7,9.67,.864,-7.73,74.1,8.32,0,-8.23,73.3,124.4,85.6
244,0,9.32,.767,-7.69,73.4,9.8,1.419,-7.23,74.2,8.87,.208,-8.09,72.3,126.8,85.6
244,300,9.36,1.658,-7.06,72,10.01,2.493,-6.466,73.1,8.92,.554,-7.78,70.8,129,85.5
244,600,9.65,3.039,-6.041,71.5,10.37,3.981,-5.441,72.4,9.36,2.562,-6.309,70.6,129.8,85.6
244,900,9.92,4.444,-4.962,72.1,10.16,5.677,-4.067,72.9,9.56,3.774,-5.456,71.5,128.7,85.5
244,1200,9.47,6.601,-3.232,73.4,10.01,7.65,-2.33,75.2,8.62,5.538,-4.105,72.4,136.7,85.8
244,1500,8.41,9.18,-1.117,77.7,8.89,10.57,.133,79.3,7.85,7.68,-2.373,75.5,147.1,85.7
244,1800,8.13,11.64,1.182,80.7,8.73,12.37,1.954,82.6,7.36,10.78,.285,79.5,149.7,85.9
244,2100,7.1,12.12,1.656,83.6,7.92,12.37,1.83,84.4,6.412,11.85,1.468,82.2,145.3,86.7
245,0,6.503,9.89,-.301,85,7.65,11.64,1.249,85.4,5.641,8.4,-1.551,84.5,140.6,87
245,300,6.739,7.46,-2.371,84,7.27,8.33,-1.656,84.8,6.389,6.329,-3.213,83.4,138.9,86.9
245,600,7.71,7.43,-2.467,81.6,8.43,8.3,-1.76,83.3,7.26,6.088,-3.43,80.3,131.3,86.7
245,900,8.17,8.54,-1.652,81.1,8.56,9.16,-1.149,81.5,7.7,7.92,-2.11,80.7,133.5,86.8
245,1200,7.86,9.62,-.777,81.5,8.38,10.16,-.381,82.7,6.831,9.2,-1.13,80.6,139.4,86.9
245,1500,7.35,10.89,.306,84.5,7.96,11.5,.895,85.4,6.658,10.09,-.439,82.8,147.9,86.6
245,1800,6.303,11.85,1.279,84.9,6.834,12.16,1.571,85.3,5.731,11.44,.871,84.5,140.6,86.5
245,2100,5.989,12.11,1.546,84.9,6.932,12.26,1.648,85.6,5.172,12.02,1.423,84.2,236.4,86
246,0,7.38,11.34,.831,83.7,7.95,12.13,1.606,84.2,6.843,10.33,-.148,83,138.2,85.5
246,300,8.53,9.61,-.709,82.3,8.86,10.2,-.195,83,8.03,8.78,-1.412,81.4,131.2,84.4
246,600,9.01,8.66,-1.587,79.5,9.66,9.02,-1.231,81.3,8.03,8.37,-1.823,78.3,134.4,83.2
246,900,9.48,8.34,-1.828,78.4,10.62,8.89,-1.34,79.2,8.03,7.71,-2.316,77.5,125.5,81.9
246,1200,10.26,8.06,-2.108,77.6,11.12,9.16,-1.154,78.3,9.69,7.61,-2.56,76.9,129.7,81
246,1500,9.41,9.88,-.55,78.3,10.3,11.12,.498,79,8.26,9.06,-1.197,77.2,132.2,79.7
246,1800,8.75,10.62,.173,76.9,9.57,11.22,.646,79.4,7.24,10.15,-.284,75.3,140.7,78.6
246,2100,5.613,11.29,.839,84.1,7.11,11.5,1.058,85.7,4.304,10.98,.537,79.9,150.1,78
247,0,4.521,10.58,.069,90.2,5.484,11.4,.829,92.7,3.608,10.13,-.386,85.7,165.8,77.2
247,300,4.874,10.05,-.446,89.3,5.661,10.61,.062,90.8,3.896,9.19,-1.197,88.6,-6999,76.8
247,600,3.532,8.83,-1.589,88.5,4.388,9.13,-1.283,88.6,2.833,8.68,-1.737,88.4,173.3,76.9
247,900,4.335,8.71,-1.668,88.3,4.642,8.95,-1.45,88.4,3.674,8.3,-2.081,88.2,243,77.1
247,1200,5.03,8.17,-2.263,88.5,5.46,8.3,-2.134,88.8,4.392,7.99,-2.508,88.3,203.6,77.6
247,1500,5.14,7.34,-3.113,89.3,5.784,7.99,-2.541,89.7,4.663,6.811,-3.632,88.9,227.3,78.2
247,1800,3.907,6.686,-4.021,90.4,5.259,7.16,-3.82,90.7,2.289,6.396,-4.167,89.8,244.4,78.6
247,2100,2.474,5.955,-4.529,90.8,3.102,7.02,-4.08,90.9,1.667,5.153,-4.889,90.7,235.1,79.4
248,0,1.59,4,-5.575,90.9,2.652,4.946,-4.947,91,.447,3.183,-6.145,90.8,181.4,79.3
248,300,1.3,3.171,-6.253,90.2,2.241,3.6,-6.126,90.8,.447,2.492,-6.5,89.1,141,79
248,600,2.599,1.779,-6.819,87.1,3.385,3.081,-6.495,89,2.088,-.069,-7.45,86,120.2,77.5
248,900,5.059,-4.51,-10.27,86.3,6.256,1.039,-6.96,88.4,2.176,-6.168,-11.35,82.6,102.1,75.9
248,1200,6.255,-3.392,-10.04,81.8,6.868,-.069,-8.1,82.2,5.99,-6.203,-11.33,80.9,110.3,74.3
248,1500,5.779,4.033,-5.377,83.2,6.411,6.327,-3.612,83.6,5.051,.208,-7.98,82.4,126.7,73.3
248,1800,4.482,6.894,-2.974,80.5,5.553,7.25,-2.652,82.2,3.301,6.36,-3.516,79.7,146.7,72.7
248,2100,2.989,3.713,-4.071,79.1,3.542,6.418,-2.887,80.4,2.461,-1.346,-5.801,78.2,128,73.3
249,0,3.84,-4.305,-8.37,82.7,4.277,-1.105,-6.748,83.7,3.164,-7.41,-10.67,80.9,106.7,73.7
